"site","utterance","goal","state","subid"
"India","good","mean",4,"75"
"India","okay","honest",5,"75"
"India","amazing","nice",3,"75"
"India","bad","mean",4,"75"
"India","terrible","nice",1,"75"
"India","terrible","honest",1,"75"
"India","good","honest",4,"75"
"India","good","nice",3,"75"
"India","bad","honest",1,"75"
"India","terrible","mean",4,"75"
"India","okay","nice",2,"75"
"India","okay","mean",4,"75"
"India","amazing","mean",4,"75"
"India","bad","nice",1,"75"
"Korea","okay","nice",2,"15"
"Korea","amazing","nice",1,"11"
"Korea","bad","mean",1,"82"
"Korea","terrible","mean",5,"91"
"Korea","terrible","nice",2,"89"
"Korea","terrible","nice",1,"84"
"Korea","amazing","honest",4,"30"
"Korea","okay","mean",2,"5"
"Korea","good","honest",4,"8"
"Korea","okay","mean",4,"81"
"Korea","good","mean",3,"83"
"Korea","amazing","mean",2,"94"
"Korea","terrible","mean",4,"79"
"Korea","bad","mean",2,"6"
"Korea","amazing","nice",1,"10"
"Korea","bad","nice",1,"32"
"Korea","okay","mean",4,"86"
"Korea","terrible","mean",4,"4"
"Korea","terrible","nice",1,"33"
"Korea","good","honest",5,"90"
"Korea","okay","nice",1,"2"
"Korea","terrible","mean",1,"93"
"Korea","terrible","mean",4,"95"
"Korea","bad","honest",3,"85"
"Korea","terrible","mean",1,"9"
"Korea","amazing","nice",4,"7"
"Korea","amazing","honest",4,"92"
"Korea","terrible","honest",1,"1"
"Korea","good","honest",4,"3"
"Korea","good","honest",4,"76"
"Korea","amazing","mean",5,"12"
"Korea","okay","nice",3,"87"
"Korea","amazing","mean",1,"80"
"Korea","terrible","mean",1,"88"
"Korea","bad","honest",1,"77"
"Korea","amazing","honest",5,"29"
"Korea","good","nice",4,"78"
"Korea","amazing","honest",5,"15"
"Korea","okay","mean",4,"11"
"Korea","terrible","honest",1,"82"
"Korea","good","honest",5,"91"
"Korea","good","honest",5,"89"
"Korea","amazing","honest",5,"84"
"Korea","amazing","nice",3,"30"
"Korea","good","honest",5,"5"
"Korea","amazing","mean",1,"8"
"Korea","bad","mean",4,"81"
"Korea","okay","nice",2,"83"
"Korea","good","honest",3,"94"
"Korea","terrible","honest",1,"79"
"Korea","bad","honest",2,"6"
"Korea","okay","nice",1,"10"
"Korea","okay","honest",3,"32"
"Korea","bad","nice",1,"86"
"Korea","bad","honest",1,"4"
"Korea","bad","mean",3,"33"
"Korea","okay","mean",3,"90"
"Korea","good","nice",2,"2"
"Korea","amazing","mean",5,"93"
"Korea","okay","mean",4,"95"
"Korea","amazing","mean",4,"85"
"Korea","bad","honest",3,"9"
"Korea","terrible","honest",3,"7"
"Korea","amazing","nice",4,"92"
"Korea","terrible","mean",4,"1"
"Korea","terrible","nice",1,"3"
"Korea","bad","honest",2,"76"
"Korea","okay","mean",3,"12"
"Korea","bad","nice",1,"87"
"Korea","good","honest",4,"80"
"Korea","good","mean",3,"88"
"Korea","bad","nice",1,"77"
"Korea","okay","honest",2,"29"
"Korea","good","mean",4,"78"
"Korea","amazing","nice",3,"15"
"Korea","terrible","honest",1,"11"
"Korea","okay","nice",2,"82"
"Korea","bad","honest",1,"91"
"Korea","amazing","honest",5,"89"
"Korea","bad","mean",4,"84"
"Korea","terrible","nice",1,"30"
"Korea","okay","honest",5,"5"
"Korea","okay","nice",1,"8"
"Korea","good","honest",5,"81"
"Korea","amazing","nice",5,"83"
"Korea","bad","honest",1,"94"
"Korea","okay","honest",2,"79"
"Korea","amazing","mean",4,"6"
"Korea","okay","mean",1,"10"
"Korea","okay","mean",4,"32"
"Korea","good","mean",4,"86"
"Korea","okay","nice",2,"4"
"Korea","terrible","honest",1,"33"
"Korea","amazing","mean",5,"90"
"Korea","bad","nice",1,"2"
"Korea","okay","nice",3,"93"
"Korea","okay","honest",3,"95"
"Korea","okay","honest",3,"85"
"Korea","terrible","nice",5,"9"
"Korea","good","nice",4,"7"
"Korea","good","nice",2,"92"
"Korea","okay","honest",3,"1"
"Korea","good","mean",1,"3"
"Korea","bad","mean",3,"76"
"Korea","terrible","mean",1,"12"
"Korea","bad","honest",1,"87"
"Korea","okay","honest",3,"80"
"Korea","okay","mean",4,"88"
"Korea","good","mean",5,"77"
"Korea","amazing","nice",1,"29"
"Korea","good","honest",5,"78"
"Korea","terrible","honest",5,"15"
"Korea","okay","nice",1,"11"
"Korea","terrible","nice",1,"82"
"Korea","amazing","honest",5,"91"
"Korea","okay","mean",5,"89"
"Korea","good","nice",3,"84"
"Korea","bad","mean",3,"30"
"Korea","good","mean",1,"5"
"Korea","amazing","honest",5,"8"
"Korea","amazing","mean",3,"81"
"Korea","amazing","honest",5,"83"
"Korea","okay","nice",3,"94"
"Korea","okay","nice",2,"79"
"Korea","terrible","mean",1,"6"
"Korea","amazing","honest",5,"10"
"Korea","good","honest",4,"32"
"Korea","good","honest",5,"86"
"Korea","good","honest",5,"4"
"Korea","okay","honest",4,"33"
"Korea","terrible","honest",1,"90"
"Korea","good","honest",3,"2"
"Korea","amazing","nice",5,"93"
"Korea","good","honest",3,"95"
"Korea","good","nice",3,"85"
"Korea","terrible","honest",1,"9"
"Korea","good","mean",2,"7"
"Korea","good","honest",3,"92"
"Korea","amazing","honest",4,"1"
"Korea","okay","mean",1,"3"
"Korea","terrible","honest",1,"76"
"Korea","good","mean",2,"12"
"Korea","good","mean",1,"87"
"Korea","bad","honest",1,"80"
"Korea","bad","mean",1,"88"
"Korea","okay","nice",2,"77"
"Korea","bad","mean",4,"29"
"Korea","bad","honest",2,"78"
"Korea","good","nice",3,"15"
"Korea","good","mean",4,"11"
"Korea","good","honest",3,"82"
"Korea","good","mean",1,"91"
"Korea","okay","honest",4,"89"
"Korea","bad","nice",1,"84"
"Korea","okay","mean",5,"30"
"Korea","okay","nice",5,"5"
"Korea","terrible","nice",1,"8"
"Korea","good","mean",3,"81"
"Korea","bad","honest",1,"83"
"Korea","good","nice",4,"94"
"Korea","okay","mean",3,"79"
"Korea","terrible","honest",2,"6"
"Korea","okay","honest",3,"10"
"Korea","good","nice",3,"32"
"Korea","amazing","honest",5,"86"
"Korea","terrible","honest",1,"4"
"Korea","terrible","mean",3,"33"
"Korea","amazing","nice",5,"90"
"Korea","good","mean",1,"2"
"Korea","good","mean",3,"93"
"Korea","amazing","honest",4,"95"
"Korea","bad","nice",3,"85"
"Korea","good","nice",5,"9"
"Korea","bad","honest",5,"7"
"Korea","okay","mean",4,"92"
"Korea","good","mean",1,"1"
"Korea","good","nice",4,"3"
"Korea","okay","honest",4,"76"
"Korea","okay","honest",3,"12"
"Korea","good","nice",3,"87"
"Korea","okay","nice",3,"80"
"Korea","good","nice",4,"88"
"Korea","okay","mean",5,"77"
"Korea","terrible","honest",1,"29"
"Korea","okay","mean",4,"78"
"Korea","amazing","mean",1,"15"
"Korea","okay","honest",3,"11"
"Korea","amazing","honest",4,"82"
"Korea","amazing","mean",1,"91"
"Korea","bad","nice",1,"89"
"Korea","okay","nice",2,"84"
"Korea","good","mean",1,"30"
"Korea","bad","nice",1,"5"
"Korea","good","mean",1,"8"
"Korea","bad","nice",2,"81"
"Korea","terrible","mean",5,"83"
"Korea","good","mean",1,"94"
"Korea","bad","honest",1,"79"
"Korea","okay","nice",3,"6"
"Korea","good","honest",3,"10"
"Korea","bad","honest",2,"32"
"Korea","bad","mean",4,"86"
"Korea","amazing","mean",2,"4"
"Korea","okay","mean",5,"33"
"Korea","terrible","mean",1,"90"
"Korea","terrible","honest",1,"2"
"Korea","bad","mean",1,"93"
"Korea","amazing","mean",5,"95"
"Korea","okay","nice",3,"85"
"Korea","okay","mean",1,"9"
"Korea","bad","nice",3,"7"
"Korea","terrible","nice",1,"92"
"Korea","amazing","mean",1,"1"
"Korea","okay","nice",2,"3"
"Korea","amazing","nice",4,"76"
"Korea","okay","nice",2,"12"
"Korea","amazing","mean",1,"87"
"Korea","terrible","honest",1,"80"
"Korea","bad","nice",1,"88"
"Korea","terrible","honest",1,"77"
"Korea","okay","nice",1,"29"
"Korea","bad","nice",2,"78"
"Korea","good","mean",1,"15"
"Korea","bad","nice",1,"11"
"Korea","okay","mean",2,"82"
"Korea","bad","mean",5,"91"
"Korea","okay","nice",2,"89"
"Korea","good","honest",4,"84"
"Korea","good","nice",3,"30"
"Korea","amazing","nice",5,"5"
"Korea","bad","nice",1,"8"
"Korea","terrible","mean",2,"81"
"Korea","bad","nice",1,"83"
"Korea","bad","mean",4,"94"
"Korea","good","honest",4,"79"
"Korea","amazing","nice",5,"6"
"Korea","good","nice",3,"10"
"Korea","amazing","honest",5,"32"
"Korea","terrible","honest",1,"86"
"Korea","amazing","honest",5,"4"
"Korea","okay","nice",3,"33"
"Korea","good","mean",4,"90"
"Korea","bad","honest",1,"2"
"Korea","terrible","nice",1,"93"
"Korea","good","nice",3,"95"
"Korea","terrible","mean",4,"85"
"Korea","bad","nice",3,"9"
"Korea","amazing","mean",5,"7"
"Korea","amazing","mean",4,"92"
"Korea","okay","nice",1,"1"
"Korea","bad","honest",1,"3"
"Korea","okay","mean",5,"76"
"Korea","good","nice",2,"12"
"Korea","terrible","honest",1,"87"
"Korea","okay","mean",3,"80"
"Korea","amazing","honest",4,"88"
"Korea","bad","mean",4,"77"
"Korea","amazing","mean",1,"29"
"Korea","amazing","nice",4,"78"
"Korea","good","honest",5,"15"
"Korea","amazing","mean",5,"11"
"Korea","amazing","nice",4,"82"
"Korea","terrible","nice",5,"91"
"Korea","good","nice",3,"89"
"Korea","bad","honest",1,"84"
"Korea","okay","nice",2,"30"
"Korea","terrible","honest",1,"5"
"Korea","terrible","mean",3,"8"
"Korea","terrible","nice",3,"81"
"Korea","terrible","honest",1,"83"
"Korea","terrible","honest",1,"94"
"Korea","good","mean",5,"79"
"Korea","good","nice",3,"6"
"Korea","bad","honest",1,"10"
"Korea","terrible","nice",1,"32"
"Korea","terrible","mean",3,"86"
"Korea","bad","mean",4,"4"
"Korea","amazing","mean",5,"33"
"Korea","bad","nice",1,"90"
"Korea","amazing","nice",3,"2"
"Korea","okay","honest",3,"93"
"Korea","bad","nice",2,"95"
"Korea","terrible","honest",4,"85"
"Korea","good","mean",1,"9"
"Korea","amazing","honest",5,"7"
"Korea","terrible","mean",1,"92"
"Korea","amazing","nice",3,"1"
"Korea","amazing","mean",1,"3"
"Korea","amazing","honest",4,"76"
"Korea","terrible","honest",1,"12"
"Korea","okay","honest",3,"87"
"Korea","terrible","mean",2,"80"
"Korea","okay","nice",4,"88"
"Korea","good","honest",4,"77"
"Korea","good","mean",5,"29"
"Korea","terrible","nice",2,"78"
"Korea","bad","nice",3,"15"
"Korea","amazing","honest",5,"11"
"Korea","good","nice",3,"82"
"Korea","bad","nice",5,"91"
"Korea","terrible","mean",4,"89"
"Korea","okay","honest",4,"84"
"Korea","bad","honest",1,"30"
"Korea","bad","mean",5,"5"
"Korea","okay","mean",5,"8"
"Korea","okay","honest",3,"81"
"Korea","okay","honest",2,"83"
"Korea","bad","nice",1,"94"
"Korea","good","nice",2,"79"
"Korea","bad","nice",2,"6"
"Korea","terrible","honest",1,"10"
"Korea","bad","mean",4,"32"
"Korea","terrible","nice",2,"86"
"Korea","okay","mean",2,"4"
"Korea","good","mean",5,"33"
"Korea","terrible","nice",1,"90"
"Korea","amazing","honest",5,"2"
"Korea","bad","honest",1,"93"
"Korea","amazing","nice",4,"95"
"Korea","good","mean",2,"85"
"Korea","amazing","honest",5,"9"
"Korea","bad","mean",5,"7"
"Korea","good","mean",4,"92"
"Korea","bad","nice",1,"1"
"Korea","bad","mean",4,"3"
"Korea","good","mean",5,"76"
"Korea","amazing","nice",2,"12"
"Korea","terrible","nice",1,"87"
"Korea","amazing","nice",3,"80"
"Korea","bad","honest",1,"88"
"Korea","terrible","mean",4,"77"
"Korea","bad","honest",2,"29"
"Korea","terrible","mean",4,"78"
"Korea","bad","mean",1,"15"
"Korea","terrible","nice",1,"11"
"Korea","okay","honest",2,"82"
"Korea","okay","mean",5,"91"
"Korea","amazing","mean",3,"89"
"Korea","terrible","honest",1,"84"
"Korea","amazing","mean",1,"30"
"Korea","amazing","honest",5,"5"
"Korea","good","nice",2,"8"
"Korea","okay","nice",2,"81"
"Korea","bad","mean",3,"83"
"Korea","okay","honest",3,"94"
"Korea","amazing","mean",4,"79"
"Korea","good","mean",3,"6"
"Korea","bad","nice",1,"10"
"Korea","terrible","honest",1,"32"
"Korea","okay","honest",3,"86"
"Korea","bad","nice",4,"4"
"Korea","good","honest",4,"33"
"Korea","good","nice",3,"90"
"Korea","bad","mean",2,"2"
"Korea","bad","nice",1,"93"
"Korea","bad","mean",4,"95"
"Korea","terrible","nice",5,"85"
"Korea","amazing","nice",5,"9"
"Korea","okay","nice",5,"7"
"Korea","okay","honest",3,"92"
"Korea","terrible","nice",1,"1"
"Korea","amazing","nice",2,"3"
"Korea","bad","nice",1,"76"
"Korea","bad","mean",1,"12"
"Korea","amazing","nice",3,"87"
"Korea","terrible","nice",1,"80"
"Korea","terrible","nice",1,"88"
"Korea","amazing","mean",1,"77"
"Korea","good","honest",4,"29"
"Korea","amazing","honest",5,"78"
"Korea","terrible","mean",1,"15"
"Korea","terrible","mean",3,"11"
"Korea","amazing","mean",4,"82"
"Korea","amazing","nice",5,"91"
"Korea","terrible","honest",1,"89"
"Korea","okay","mean",5,"84"
"Korea","okay","honest",3,"30"
"Korea","amazing","mean",1,"5"
"Korea","amazing","nice",3,"8"
"Korea","good","nice",1,"81"
"Korea","good","nice",1,"83"
"Korea","terrible","mean",5,"94"
"Korea","amazing","honest",5,"79"
"Korea","okay","honest",3,"6"
"Korea","terrible","nice",1,"10"
"Korea","okay","nice",2,"32"
"Korea","good","nice",3,"86"
"Korea","terrible","nice",5,"4"
"Korea","amazing","honest",5,"33"
"Korea","okay","nice",3,"90"
"Korea","amazing","mean",1,"2"
"Korea","good","nice",3,"93"
"Korea","bad","honest",1,"95"
"Korea","bad","mean",3,"85"
"Korea","bad","mean",1,"9"
"Korea","terrible","nice",5,"7"
"Korea","bad","nice",1,"92"
"Korea","bad","mean",3,"1"
"Korea","bad","nice",1,"3"
"Korea","good","nice",2,"76"
"Korea","bad","nice",1,"12"
"Korea","bad","mean",3,"87"
"Korea","bad","mean",3,"80"
"Korea","good","honest",4,"88"
"Korea","amazing","honest",5,"77"
"Korea","good","nice",1,"29"
"Korea","okay","honest",4,"78"
"Korea","bad","honest",4,"15"
"Korea","good","nice",1,"11"
"Korea","terrible","mean",1,"82"
"Korea","good","nice",5,"91"
"Korea","bad","honest",1,"89"
"Korea","amazing","nice",3,"84"
"Korea","terrible","honest",1,"30"
"Korea","terrible","mean",5,"5"
"Korea","bad","honest",1,"8"
"Korea","amazing","nice",2,"81"
"Korea","good","honest",3,"83"
"Korea","terrible","nice",5,"94"
"Korea","terrible","nice",1,"79"
"Korea","amazing","honest",5,"6"
"Korea","terrible","mean",4,"10"
"Korea","amazing","nice",3,"32"
"Korea","okay","nice",3,"86"
"Korea","amazing","nice",4,"4"
"Korea","amazing","nice",3,"33"
"Korea","bad","mean",1,"90"
"Korea","terrible","nice",1,"2"
"Korea","good","honest",3,"93"
"Korea","good","mean",3,"95"
"Korea","amazing","nice",3,"85"
"Korea","amazing","mean",1,"9"
"Korea","okay","mean",4,"7"
"Korea","bad","mean",3,"92"
"Korea","okay","mean",1,"1"
"Korea","terrible","mean",4,"3"
"Korea","okay","nice",3,"76"
"Korea","good","honest",3,"12"
"Korea","okay","mean",4,"87"
"Korea","amazing","honest",5,"80"
"Korea","amazing","nice",4,"88"
"Korea","okay","honest",3,"77"
"Korea","terrible","nice",3,"29"
"Korea","terrible","honest",1,"78"
"Korea","terrible","nice",4,"15"
"Korea","bad","honest",1,"11"
"Korea","bad","honest",1,"82"
"Korea","okay","nice",4,"91"
"Korea","bad","mean",4,"89"
"Korea","amazing","mean",5,"84"
"Korea","bad","nice",1,"30"
"Korea","good","nice",5,"5"
"Korea","okay","honest",3,"8"
"Korea","amazing","honest",5,"81"
"Korea","terrible","nice",1,"83"
"Korea","amazing","nice",5,"94"
"Korea","bad","nice",2,"79"
"Korea","terrible","nice",2,"6"
"Korea","bad","mean",3,"10"
"Korea","amazing","mean",1,"32"
"Korea","bad","honest",2,"86"
"Korea","good","nice",3,"4"
"Korea","bad","honest",1,"33"
"Korea","okay","honest",3,"90"
"Korea","terrible","mean",2,"2"
"Korea","okay","mean",3,"93"
"Korea","terrible","honest",1,"95"
"Korea","good","honest",4,"85"
"Korea","okay","honest",3,"9"
"Korea","terrible","mean",3,"7"
"Korea","terrible","honest",1,"92"
"Korea","good","honest",3,"1"
"Korea","okay","honest",3,"3"
"Korea","terrible","mean",3,"76"
"Korea","bad","honest",1,"12"
"Korea","amazing","honest",5,"87"
"Korea","bad","nice",1,"80"
"Korea","okay","honest",4,"88"
"Korea","amazing","nice",3,"77"
"Korea","okay","mean",5,"29"
"Korea","okay","nice",3,"78"
"Korea","okay","honest",3,"15"
"Korea","good","honest",4,"11"
"Korea","good","mean",3,"82"
"Korea","terrible","honest",1,"91"
"Korea","amazing","nice",2,"89"
"Korea","terrible","mean",4,"84"
"Korea","terrible","mean",4,"30"
"Korea","bad","honest",1,"5"
"Korea","terrible","honest",1,"8"
"Korea","bad","honest",1,"81"
"Korea","amazing","mean",1,"83"
"Korea","amazing","honest",5,"94"
"Korea","bad","mean",4,"79"
"Korea","okay","mean",3,"6"
"Korea","amazing","mean",1,"10"
"Korea","good","mean",1,"32"
"Korea","amazing","nice",4,"86"
"Korea","good","mean",2,"4"
"Korea","bad","nice",1,"33"
"Korea","bad","honest",1,"90"
"Korea","okay","honest",3,"2"
"Korea","amazing","honest",5,"93"
"Korea","terrible","nice",1,"95"
"Korea","okay","mean",3,"85"
"Korea","okay","nice",3,"9"
"Korea","good","honest",5,"7"
"Korea","bad","honest",2,"92"
"Korea","good","nice",1,"1"
"Korea","terrible","honest",1,"3"
"Korea","amazing","mean",5,"76"
"Korea","amazing","honest",5,"12"
"Korea","terrible","mean",4,"87"
"Korea","good","nice",3,"80"
"Korea","terrible","honest",1,"88"
"Korea","terrible","nice",1,"77"
"Korea","terrible","mean",5,"29"
"Korea","bad","mean",4,"78"
"Korea","okay","mean",2,"15"
"Korea","bad","mean",3,"11"
"Korea","bad","nice",1,"82"
"Korea","okay","honest",4,"91"
"Korea","good","mean",3,"89"
"Korea","good","mean",5,"84"
"Korea","good","honest",4,"30"
"Korea","terrible","nice",1,"5"
"Korea","bad","mean",3,"8"
"Korea","terrible","honest",1,"81"
"Korea","okay","mean",1,"83"
"Korea","okay","mean",3,"94"
"Korea","amazing","nice",4,"79"
"Korea","good","honest",2,"6"
"Korea","good","mean",2,"10"
"Korea","terrible","mean",5,"32"
"Korea","amazing","mean",1,"86"
"Korea","okay","honest",4,"4"
"Korea","good","nice",2,"33"
"Korea","amazing","honest",5,"90"
"Korea","okay","mean",3,"2"
"Korea","terrible","honest",1,"93"
"Korea","okay","nice",2,"95"
"Korea","amazing","honest",2,"85"
"Korea","good","honest",5,"9"
"Korea","okay","honest",4,"7"
"Korea","okay","nice",2,"92"
"Korea","bad","honest",1,"1"
"Korea","amazing","honest",4,"3"
"Korea","terrible","nice",1,"76"
"Korea","terrible","nice",1,"12"
"Korea","good","honest",4,"87"
"Korea","good","mean",4,"80"
"Korea","amazing","mean",1,"88"
"Korea","good","nice",1,"77"
"Korea","bad","nice",2,"29"
"Korea","amazing","mean",2,"78"
