subid,goal,trial,item,positivity,utterance,judgment
anon-23,both,18,poem,neg,amazing,3
anon-23,informative,19,cake,neg,amazing,3
anon-23,social,20,poem,pos,good,3
anon-23,no_goal,21,cookie,neg,terrible,2
anon-23,no_goal,22,solo,neg,amazing,2
anon-23,no_goal,23,recital,pos,good,4
anon-23,informative,24,painting,pos,bad,1
anon-23,social,25,cake,neg,bad,2
anon-23,both,26,painting,pos,amazing,5
anon-23,social,27,monologue,pos,bad,1
anon-23,informative,28,poem,neg,bad,3
anon-23,no_goal,29,painting,neg,okay,1
anon-23,social,30,review,neg,good,1
anon-23,no_goal,31,presentation,neg,bad,3
anon-23,no_goal,32,review,pos,amazing,5
anon-23,informative,33,film,pos,okay,3
anon-23,no_goal,34,cake,pos,okay,3
anon-23,both,35,app,neg,good,1
anon-23,no_goal,36,dance,pos,bad,1
anon-23,informative,37,solo,pos,good,4
anon-23,social,38,solo,pos,terrible,1
anon-23,both,39,presentation,pos,good,4
anon-23,social,40,cookie,neg,amazing,2
anon-24,social,1,painting,pos,bad,3
anon-24,informative,2,review,neg,good,1
anon-24,both,3,monologue,pos,terrible,2
anon-24,social,4,review,neg,terrible,3
anon-24,no_goal,5,solo,neg,bad,3
anon-24,social,6,app,neg,amazing,2
anon-24,both,7,recital,neg,bad,4
anon-24,both,8,dance,neg,amazing,2
anon-24,social,9,recital,pos,terrible,3
anon-24,informative,10,painting,pos,amazing,5
anon-24,no_goal,11,film,pos,okay,3
anon-24,informative,12,recital,pos,good,4
anon-24,no_goal,13,review,pos,bad,1
anon-24,social,14,song,pos,okay,3
anon-24,informative,15,solo,pos,terrible,1
anon-24,both,16,app,pos,okay,3
anon-24,social,17,cookie,pos,amazing,4
anon-24,informative,18,poem,pos,bad,1
anon-24,no_goal,19,presentation,neg,good,2
anon-24,informative,20,cookie,neg,okay,2
anon-24,both,21,cake,pos,bad,2
anon-24,both,22,presentation,neg,terrible,3
anon-24,no_goal,23,monologue,pos,good,4
anon-24,no_goal,24,cookie,pos,terrible,1
anon-24,both,25,painting,neg,okay,2
anon-24,social,26,monologue,neg,okay,2
anon-24,informative,27,film,neg,amazing,3
anon-24,social,28,cake,neg,good,2
anon-24,no_goal,29,poem,neg,okay,2
anon-24,no_goal,30,recital,neg,amazing,3
anon-24,no_goal,31,cake,pos,amazing,5
anon-24,informative,32,dance,neg,bad,4
anon-24,social,33,dance,pos,good,3
anon-24,no_goal,34,app,neg,terrible,3
anon-24,informative,35,presentation,pos,okay,3
anon-24,both,36,song,neg,good,2
anon-24,both,37,solo,pos,good,4
anon-24,informative,38,song,neg,terrible,3
anon-24,social,39,film,neg,bad,3
anon-24,both,40,poem,pos,amazing,5
anon-25,informative,1,cake,neg,okay,1
anon-25,no_goal,2,cake,pos,terrible,1
anon-25,informative,3,presentation,neg,bad,3
anon-25,both,4,dance,pos,amazing,5
anon-25,social,5,recital,neg,bad,2
anon-25,both,6,monologue,neg,okay,1
anon-25,no_goal,7,poem,neg,good,1
anon-25,social,8,song,neg,terrible,2
anon-25,no_goal,9,solo,pos,amazing,5
anon-25,informative,10,monologue,pos,amazing,5
anon-25,no_goal,11,film,pos,good,4
anon-25,social,12,painting,neg,amazing,2
anon-25,social,13,presentation,pos,good,3
anon-25,both,14,review,neg,good,2
anon-25,both,15,app,pos,good,4
anon-25,no_goal,16,cookie,neg,amazing,2
anon-25,informative,17,dance,pos,bad,2
anon-25,social,18,solo,neg,good,2
anon-25,social,19,cake,pos,amazing,4
anon-25,no_goal,20,recital,pos,okay,3
anon-25,no_goal,21,song,pos,bad,1
anon-25,informative,22,review,neg,terrible,2
anon-25,social,23,monologue,pos,bad,1
anon-25,both,24,cookie,neg,bad,3
anon-25,informative,25,recital,neg,amazing,3
anon-25,both,26,painting,pos,okay,3
anon-25,informative,27,song,neg,good,2
anon-25,no_goal,28,app,neg,bad,3
anon-25,social,29,review,pos,okay,2
anon-25,both,30,solo,pos,bad,2
anon-25,both,31,film,pos,terrible,1
anon-25,no_goal,32,dance,neg,okay,1
anon-25,both,33,presentation,neg,amazing,3
anon-25,social,34,cookie,pos,terrible,1
anon-25,informative,35,poem,pos,okay,3
anon-25,informative,36,app,pos,terrible,1
anon-25,social,37,film,neg,okay,1
anon-25,informative,38,cookie,pos,good,4
anon-25,no_goal,39,painting,neg,terrible,2
anon-25,both,40,poem,neg,terrible,2
anon-26,no_goal,1,painting,pos,okay,3
anon-26,no_goal,2,song,neg,amazing,2
anon-26,no_goal,3,presentation,neg,good,2
anon-26,no_goal,4,recital,pos,amazing,5
anon-26,both,5,app,pos,good,4
anon-26,informative,6,painting,neg,amazing,2
anon-26,social,7,recital,neg,good,1
anon-26,informative,8,app,pos,terrible,1
anon-26,social,9,poem,neg,okay,2
anon-26,both,10,poem,pos,terrible,1
anon-26,no_goal,11,cake,neg,okay,2
anon-26,social,12,monologue,pos,bad,1
anon-26,social,13,film,pos,amazing,3
anon-26,social,14,cookie,pos,good,3
anon-26,informative,15,film,neg,okay,2
anon-26,both,16,recital,pos,bad,2
anon-26,both,17,song,neg,bad,2
anon-26,social,18,review,pos,okay,3
anon-26,no_goal,19,poem,pos,good,4
anon-26,informative,20,monologue,pos,amazing,5
anon-26,both,21,cake,pos,amazing,5
anon-26,informative,22,dance,neg,good,2
anon-26,informative,23,cookie,neg,bad,3
anon-26,informative,24,song,pos,good,4
anon-26,both,25,monologue,neg,okay,2
anon-26,social,26,solo,neg,amazing,1
anon-26,social,27,dance,neg,terrible,1
anon-26,informative,28,cake,pos,bad,1
anon-26,informative,29,presentation,pos,okay,3
anon-26,both,30,solo,pos,okay,3
anon-26,no_goal,31,dance,pos,bad,1
anon-26,both,32,presentation,neg,terrible,2
anon-26,social,33,painting,neg,bad,2
anon-26,no_goal,34,solo,neg,terrible,2
anon-26,no_goal,35,app,neg,bad,2
anon-26,informative,36,review,neg,terrible,2
anon-26,social,37,song,pos,terrible,1
anon-26,no_goal,38,film,pos,terrible,1
anon-26,both,39,review,neg,good,2
anon-26,both,40,cookie,neg,amazing,3
anon-27,both,1,cookie,pos,okay,1
anon-27,both,2,painting,neg,amazing,2
anon-27,both,3,app,neg,bad,2
anon-27,no_goal,4,cake,pos,terrible,1
anon-27,informative,5,recital,pos,terrible,1
anon-27,social,6,dance,neg,bad,2
anon-27,social,7,review,pos,bad,1
anon-27,informative,8,review,pos,amazing,5
anon-27,informative,9,presentation,neg,good,1
anon-27,informative,10,cake,neg,okay,1
anon-27,informative,11,painting,neg,bad,2
anon-27,social,12,painting,pos,good,2
anon-27,both,13,review,neg,okay,1
anon-27,both,14,monologue,pos,terrible,1
anon-27,no_goal,15,poem,neg,okay,3
anon-27,both,16,film,neg,terrible,2
anon-27,both,17,recital,pos,good,3
anon-27,social,18,solo,neg,good,1
anon-27,both,19,song,neg,good,1
anon-27,both,20,poem,pos,amazing,4
anon-27,social,21,presentation,neg,terrible,1
anon-27,no_goal,22,presentation,pos,bad,1
anon-27,no_goal,23,monologue,pos,good,4
anon-27,no_goal,24,solo,pos,amazing,5
anon-27,informative,25,film,pos,okay,3
anon-27,no_goal,26,app,neg,amazing,2
anon-27,social,27,app,pos,terrible,1
anon-27,both,28,solo,pos,bad,1
anon-27,informative,29,poem,pos,bad,1
anon-27,no_goal,30,film,neg,good,1
anon-27,informative,31,dance,neg,amazing,2
anon-27,social,32,cookie,neg,amazing,2
anon-27,informative,33,song,neg,terrible,2
anon-27,social,34,monologue,neg,okay,1
anon-27,no_goal,35,cookie,neg,terrible,2
anon-27,social,36,cake,pos,amazing,4
anon-27,no_goal,37,dance,pos,okay,3
anon-27,no_goal,38,recital,neg,bad,3
anon-27,informative,39,app,pos,good,3
anon-27,social,40,song,pos,okay,2
anon-28,informative,1,film,neg,amazing,1
anon-28,informative,2,painting,neg,bad,3
anon-28,informative,3,recital,neg,terrible,3
anon-28,social,4,presentation,neg,amazing,2
anon-28,social,5,poem,neg,terrible,3
anon-28,informative,6,dance,neg,okay,1
anon-28,no_goal,7,presentation,neg,terrible,2
anon-28,both,8,monologue,pos,amazing,5
anon-28,informative,9,poem,neg,good,1
anon-28,both,10,cookie,pos,bad,1
anon-28,no_goal,11,cake,neg,bad,3
anon-28,no_goal,12,dance,pos,terrible,1
anon-28,both,13,app,neg,bad,3
anon-28,social,14,dance,pos,amazing,5
anon-28,no_goal,15,poem,pos,bad,1
anon-28,social,16,app,pos,terrible,1
anon-28,both,17,presentation,pos,okay,3
anon-28,informative,18,app,pos,good,4
anon-28,social,19,cookie,neg,good,2
anon-28,social,20,recital,pos,okay,3
anon-28,both,21,painting,neg,amazing,2
anon-28,no_goal,22,song,pos,good,4
anon-28,both,23,song,pos,terrible,1
anon-28,both,24,cake,pos,good,4
anon-28,informative,25,solo,pos,amazing,5
anon-28,informative,26,monologue,pos,bad,2
anon-28,social,27,solo,pos,bad,1
anon-28,both,28,review,neg,terrible,3
anon-28,no_goal,29,film,pos,okay,3
anon-28,no_goal,30,review,neg,good,1
anon-28,social,31,song,neg,okay,2
anon-28,no_goal,32,monologue,neg,okay,2
anon-28,informative,33,cake,pos,terrible,1
anon-28,social,34,painting,pos,good,4
anon-28,both,35,recital,neg,good,2
anon-28,both,36,solo,neg,okay,2
anon-28,no_goal,37,cookie,pos,amazing,5
anon-28,no_goal,38,app,neg,amazing,2
anon-28,informative,39,review,pos,okay,3
anon-28,social,40,film,neg,bad,2
anon-29,both,1,presentation,pos,amazing,5
anon-29,no_goal,2,presentation,neg,okay,3
anon-29,social,3,painting,neg,amazing,1
anon-29,no_goal,4,song,neg,good,1
anon-29,social,5,recital,pos,terrible,1
anon-29,no_goal,6,cake,pos,okay,3
anon-29,no_goal,7,recital,neg,amazing,2
anon-29,informative,8,recital,pos,good,4
anon-29,both,9,poem,pos,good,3
anon-29,both,10,review,neg,okay,1
anon-29,informative,11,app,neg,terrible,3
anon-29,both,12,song,neg,terrible,3
anon-29,informative,13,presentation,pos,bad,1
anon-29,no_goal,14,dance,pos,terrible,1
anon-29,both,15,painting,pos,okay,3
anon-29,no_goal,16,solo,pos,amazing,5
anon-29,social,17,cookie,neg,okay,1
anon-29,social,18,film,pos,good,3
anon-29,social,19,app,pos,okay,2
anon-29,no_goal,20,monologue,pos,bad,1
anon-29,informative,21,monologue,neg,good,1
anon-29,social,22,solo,neg,good,1
anon-29,both,23,app,neg,good,1
anon-29,informative,24,review,pos,amazing,5
anon-29,informative,25,dance,neg,okay,2
anon-29,social,26,dance,pos,amazing,4
anon-29,social,27,cake,neg,bad,3
anon-29,both,28,recital,neg,bad,3
anon-29,social,29,review,pos,bad,1
anon-29,no_goal,30,poem,neg,bad,2
anon-29,both,31,solo,pos,bad,1
anon-29,informative,32,poem,pos,terrible,1
anon-29,both,33,film,neg,amazing,2
anon-29,social,34,monologue,neg,terrible,2
anon-29,informative,35,film,neg,bad,2
anon-29,no_goal,36,cookie,pos,good,3
anon-29,informative,37,cake,neg,amazing,2
anon-29,no_goal,38,painting,neg,terrible,3
anon-29,informative,39,song,pos,okay,3
anon-29,both,40,cookie,pos,terrible,1
anon-3,no_goal,1,cake,neg,okay,2
anon-3,both,2,film,neg,amazing,1
anon-3,informative,3,dance,pos,okay,3
anon-3,informative,4,monologue,neg,terrible,3
anon-3,no_goal,5,solo,neg,terrible,3
anon-3,informative,6,painting,neg,amazing,3
anon-3,both,7,song,neg,bad,3
anon-3,no_goal,8,song,neg,amazing,2
anon-3,no_goal,9,dance,neg,good,2
anon-3,social,10,song,pos,terrible,1
anon-3,social,11,film,pos,good,4
anon-3,informative,12,presentation,neg,good,2
anon-3,both,13,poem,neg,okay,2
anon-3,social,14,monologue,pos,okay,3
anon-3,no_goal,15,recital,neg,bad,3
anon-3,social,16,app,pos,amazing,5
anon-3,no_goal,17,review,pos,good,4
anon-3,social,18,cookie,neg,good,2
anon-3,social,19,presentation,neg,terrible,2
anon-3,social,20,review,neg,okay,1
anon-3,both,21,dance,neg,terrible,2
anon-3,social,22,poem,pos,bad,2
anon-3,informative,23,cake,pos,bad,1
anon-3,informative,24,film,neg,bad,2
anon-3,no_goal,25,cookie,pos,amazing,4
anon-3,both,26,monologue,neg,good,2
anon-3,social,27,painting,neg,bad,3
anon-3,no_goal,28,app,pos,terrible,1
anon-3,no_goal,29,painting,pos,okay,3
anon-3,both,30,cookie,pos,bad,1
anon-3,no_goal,31,presentation,pos,bad,1
anon-3,both,32,recital,pos,good,4
anon-3,both,33,solo,pos,okay,3
anon-3,informative,34,song,pos,good,4
anon-3,informative,35,poem,pos,amazing,4
anon-3,social,36,solo,neg,amazing,2
anon-3,informative,37,recital,pos,terrible,1
anon-3,both,38,cake,pos,amazing,4
anon-3,informative,39,app,neg,okay,1
anon-3,both,40,review,pos,terrible,1
anon-30,social,1,poem,pos,amazing,2
anon-30,informative,2,painting,neg,amazing,4
anon-30,both,3,dance,pos,terrible,4
anon-30,social,4,recital,pos,good,2
anon-30,no_goal,5,review,neg,good,2
anon-30,both,6,monologue,pos,bad,1
anon-30,informative,7,cake,pos,terrible,1
anon-30,both,8,app,neg,good,1
anon-30,informative,9,solo,pos,bad,1
anon-30,no_goal,10,presentation,pos,bad,1
anon-30,no_goal,11,solo,neg,okay,2
anon-30,both,12,cake,pos,good,3
anon-30,informative,13,presentation,neg,good,1
anon-30,both,14,film,pos,okay,2
anon-30,social,15,presentation,neg,terrible,1
anon-30,informative,16,cookie,pos,amazing,5
anon-30,no_goal,17,poem,pos,terrible,1
anon-30,no_goal,18,cake,neg,bad,2
anon-30,social,19,monologue,neg,good,1
anon-30,both,20,review,neg,terrible,1
anon-30,social,21,song,pos,terrible,1
anon-30,both,22,song,neg,bad,1
anon-30,social,23,dance,neg,okay,1
anon-30,informative,24,song,pos,good,4
anon-30,social,25,painting,neg,bad,2
anon-30,social,26,cookie,pos,bad,1
anon-30,both,27,solo,pos,amazing,4
anon-30,informative,28,poem,neg,okay,2
anon-30,no_goal,29,song,neg,amazing,3
anon-30,both,30,recital,neg,amazing,2
anon-30,social,31,film,neg,amazing,2
anon-30,no_goal,32,monologue,pos,amazing,5
anon-30,no_goal,33,film,neg,terrible,2
anon-30,both,34,cookie,neg,okay,1
anon-30,informative,35,recital,neg,bad,2
anon-30,social,36,app,pos,okay,2
anon-30,informative,37,review,pos,okay,2
anon-30,no_goal,38,painting,pos,okay,2
anon-30,no_goal,39,dance,pos,good,3
anon-30,informative,40,app,neg,terrible,2
anon-31,no_goal,1,cake,pos,terrible,1
anon-31,both,2,painting,pos,good,3
anon-31,social,3,presentation,pos,okay,2
anon-31,social,4,film,pos,good,4
anon-31,both,5,app,neg,okay,3
anon-31,informative,6,review,pos,good,4
anon-31,social,7,poem,neg,amazing,3
anon-31,both,8,review,neg,bad,2
anon-31,both,9,song,pos,amazing,5
anon-31,no_goal,10,dance,neg,good,2
anon-31,no_goal,11,solo,pos,bad,4
anon-31,no_goal,12,review,neg,amazing,2
anon-31,social,13,cookie,neg,good,1
anon-31,no_goal,14,recital,pos,okay,3
anon-31,no_goal,15,cookie,pos,amazing,5
anon-31,informative,16,dance,pos,okay,3
anon-31,informative,17,presentation,neg,terrible,2
anon-31,informative,18,solo,neg,good,1
anon-31,informative,19,song,pos,bad,1
anon-31,both,20,poem,pos,okay,3
anon-31,no_goal,21,painting,neg,bad,2
anon-31,no_goal,22,monologue,pos,good,4
anon-31,informative,23,cake,neg,okay,2
anon-31,both,24,presentation,neg,good,2
anon-31,informative,25,painting,pos,terrible,1
anon-31,informative,26,film,neg,bad,2
anon-31,social,27,review,pos,terrible,1
anon-31,both,28,dance,neg,terrible,2
anon-31,informative,29,recital,neg,amazing,2
anon-31,social,30,solo,neg,terrible,2
anon-31,no_goal,31,song,neg,okay,1
anon-31,both,32,monologue,pos,terrible,1
anon-31,both,33,film,neg,amazing,2
anon-31,social,34,monologue,neg,okay,1
anon-31,social,35,app,pos,bad,1
anon-31,social,36,cake,pos,amazing,3
anon-31,social,37,recital,neg,bad,2
anon-31,no_goal,38,poem,neg,terrible,2
anon-31,informative,39,app,pos,amazing,5
anon-31,both,40,cookie,pos,bad,1
anon-32,informative,1,presentation,pos,good,3
anon-32,social,2,app,neg,good,1
anon-32,no_goal,3,solo,neg,bad,2
anon-32,social,4,cookie,pos,good,2
anon-32,informative,5,song,pos,okay,3
anon-32,social,6,cake,pos,amazing,3
anon-32,both,7,solo,pos,good,2
anon-32,no_goal,8,painting,pos,bad,1
anon-32,no_goal,9,poem,neg,okay,1
anon-32,no_goal,10,recital,pos,okay,2
anon-32,no_goal,11,presentation,neg,amazing,3
anon-32,both,12,app,pos,bad,1
anon-32,no_goal,13,film,pos,good,4
anon-32,no_goal,14,cake,pos,terrible,1
anon-32,social,15,presentation,pos,terrible,1
anon-32,no_goal,16,song,neg,good,2
anon-32,informative,17,recital,neg,amazing,3
anon-32,informative,18,painting,neg,good,2
anon-32,social,19,dance,pos,okay,2
anon-32,informative,20,poem,pos,bad,1
anon-32,both,21,presentation,neg,bad,2
anon-32,both,22,song,neg,terrible,2
anon-32,informative,23,review,pos,amazing,5
anon-32,both,24,monologue,pos,okay,3
anon-32,both,25,review,neg,okay,2
anon-32,informative,26,cake,neg,okay,2
anon-32,informative,27,dance,neg,terrible,2
anon-32,no_goal,28,app,pos,amazing,5
anon-32,social,29,recital,neg,bad,2
anon-32,social,30,review,pos,bad,1
anon-32,social,31,painting,neg,terrible,2
anon-32,social,32,film,neg,okay,2
anon-32,informative,33,cookie,neg,bad,2
anon-32,no_goal,34,monologue,neg,terrible,2
anon-32,both,35,cookie,neg,amazing,3
anon-32,social,36,monologue,neg,amazing,3
anon-32,both,37,film,pos,terrible,1
anon-32,informative,38,solo,pos,terrible,1
anon-32,both,39,poem,pos,amazing,5
anon-32,both,40,dance,neg,good,1
anon-33,both,1,song,neg,bad,4
anon-33,both,2,dance,neg,okay,3
anon-33,social,3,monologue,neg,terrible,2
anon-33,no_goal,4,cake,pos,amazing,4
anon-33,informative,5,cookie,pos,okay,5
anon-33,no_goal,6,cookie,neg,good,3
anon-33,both,7,app,pos,okay,2
anon-33,social,8,presentation,neg,bad,4
anon-33,both,9,review,pos,good,3
anon-33,informative,10,dance,pos,amazing,4
anon-33,informative,11,review,pos,terrible,5
anon-33,informative,12,painting,neg,bad,3
anon-33,no_goal,13,poem,neg,okay,2
anon-33,no_goal,14,presentation,pos,okay,5
anon-33,both,15,film,neg,good,3
anon-33,social,16,film,pos,okay,4
anon-33,social,17,painting,pos,good,2
anon-33,both,18,solo,pos,terrible,5
anon-33,informative,19,song,pos,good,3
anon-33,social,20,song,pos,terrible,4
anon-33,social,21,app,neg,amazing,2
anon-33,no_goal,22,recital,pos,terrible,4
anon-33,social,23,recital,pos,amazing,5
anon-33,both,24,cookie,neg,terrible,2
anon-33,social,25,solo,neg,okay,4
anon-33,no_goal,26,song,neg,amazing,2
anon-33,informative,27,recital,neg,okay,4
anon-33,informative,28,film,neg,terrible,1
anon-33,informative,29,presentation,neg,amazing,4
anon-33,both,30,poem,pos,amazing,3
anon-33,both,31,painting,neg,amazing,4
anon-33,informative,32,monologue,neg,good,2
anon-33,informative,33,poem,pos,bad,5
anon-33,no_goal,34,app,neg,terrible,3
anon-33,no_goal,35,monologue,pos,bad,3
anon-33,both,36,cake,pos,bad,5
anon-33,social,37,dance,pos,bad,2
anon-33,no_goal,38,review,neg,bad,4
anon-33,social,39,cake,neg,good,5
anon-33,no_goal,40,solo,pos,good,3
anon-34,no_goal,1,song,neg,amazing,1
anon-34,social,2,painting,pos,okay,2
anon-34,informative,3,cookie,neg,good,1
anon-34,informative,4,review,neg,okay,1
anon-34,no_goal,5,cookie,pos,bad,1
anon-34,no_goal,6,recital,neg,terrible,3
anon-34,no_goal,7,presentation,pos,amazing,5
anon-34,both,8,presentation,pos,bad,1
anon-34,social,9,poem,pos,bad,1
anon-34,social,10,review,pos,amazing,5
anon-34,social,11,cookie,neg,terrible,3
anon-34,informative,12,cake,pos,terrible,3
anon-34,no_goal,13,cake,neg,bad,3
anon-34,social,14,monologue,pos,good,3
anon-34,both,15,song,neg,bad,3
anon-34,no_goal,16,review,pos,terrible,1
anon-34,both,17,dance,neg,terrible,2
anon-34,both,18,painting,neg,good,1
anon-34,social,19,song,pos,terrible,1
anon-34,no_goal,20,solo,pos,good,4
anon-34,informative,21,film,pos,bad,1
anon-34,both,22,cake,pos,good,4
anon-34,informative,23,painting,neg,terrible,2
anon-34,both,24,recital,pos,okay,3
anon-34,both,25,poem,neg,okay,1
anon-34,no_goal,26,dance,neg,good,1
anon-34,informative,27,app,neg,amazing,1
anon-34,both,28,film,pos,amazing,5
anon-34,social,29,app,neg,bad,3
anon-34,social,30,presentation,neg,good,1
anon-34,informative,31,monologue,neg,bad,3
anon-34,both,32,solo,pos,terrible,1
anon-34,social,33,recital,neg,amazing,1
anon-34,no_goal,34,app,pos,okay,3
anon-34,social,35,solo,neg,okay,1
anon-34,both,36,monologue,neg,amazing,2
anon-34,informative,37,poem,pos,amazing,5
anon-34,informative,38,dance,pos,okay,3
anon-34,no_goal,39,film,neg,okay,1
anon-34,informative,40,song,pos,good,4
anon-35,informative,1,film,pos,amazing,5
anon-35,no_goal,2,review,pos,okay,3
anon-35,both,3,painting,neg,bad,2
anon-35,informative,4,review,neg,amazing,2
anon-35,no_goal,5,painting,neg,amazing,2
anon-35,informative,6,app,neg,good,1
anon-35,both,7,solo,pos,amazing,5
anon-35,no_goal,8,cookie,neg,terrible,2
anon-35,social,9,film,pos,bad,1
anon-35,no_goal,10,cake,pos,amazing,5
anon-35,no_goal,11,poem,pos,good,4
anon-35,informative,12,solo,pos,bad,1
anon-35,social,13,painting,pos,terrible,1
anon-35,social,14,app,neg,terrible,1
anon-35,social,15,poem,neg,okay,1
anon-35,informative,16,painting,pos,good,4
anon-35,both,17,song,neg,terrible,2
anon-35,both,18,film,neg,okay,1
anon-35,social,19,cake,neg,good,1
anon-35,both,20,monologue,neg,good,1
anon-35,both,21,cookie,pos,okay,3
anon-35,social,22,review,neg,bad,1
anon-35,both,23,cake,pos,bad,1
anon-35,no_goal,24,presentation,neg,bad,2
anon-35,both,25,dance,neg,amazing,2
anon-35,no_goal,26,solo,neg,okay,1
anon-35,social,27,dance,pos,good,2
anon-35,no_goal,28,song,neg,good,1
anon-35,social,29,monologue,pos,okay,2
anon-35,social,30,cookie,neg,amazing,1
anon-35,both,31,presentation,pos,good,4
anon-35,informative,32,presentation,pos,terrible,1
anon-35,informative,33,monologue,neg,terrible,2
anon-35,both,34,poem,pos,terrible,1
anon-35,informative,35,recital,neg,okay,1
anon-35,informative,36,song,pos,okay,3
anon-35,informative,37,dance,neg,bad,2
anon-35,social,38,recital,pos,amazing,4
anon-35,no_goal,39,recital,pos,terrible,1
anon-35,no_goal,40,app,pos,bad,1
anon-36,social,1,solo,neg,amazing,1
anon-36,both,2,song,pos,good,4
anon-36,social,3,dance,neg,okay,1
anon-36,informative,4,app,pos,bad,1
anon-36,social,5,review,pos,good,4
anon-36,no_goal,6,solo,neg,terrible,2
anon-36,informative,7,recital,pos,good,4
anon-36,no_goal,8,song,neg,bad,3
anon-36,informative,9,presentation,pos,amazing,5
anon-36,social,10,presentation,pos,bad,1
anon-36,informative,11,cookie,neg,good,1
anon-36,no_goal,12,recital,neg,amazing,2
anon-36,social,13,cookie,neg,terrible,2
anon-36,both,14,app,pos,amazing,5
anon-36,informative,15,film,neg,terrible,2
anon-36,both,16,solo,pos,okay,3
anon-36,both,17,monologue,neg,terrible,2
anon-36,no_goal,18,app,neg,okay,1
anon-36,no_goal,19,cake,pos,okay,3
anon-36,social,20,painting,pos,amazing,3
anon-36,both,21,poem,pos,bad,1
anon-36,no_goal,22,monologue,neg,good,1
anon-36,social,23,poem,neg,good,1
anon-36,both,24,review,neg,amazing,2
anon-36,informative,25,cake,neg,amazing,1
anon-36,no_goal,26,cookie,pos,bad,1
anon-36,no_goal,27,poem,pos,amazing,5
anon-36,informative,28,review,neg,bad,3
anon-36,social,29,recital,pos,terrible,1
anon-36,no_goal,30,dance,pos,good,3
anon-36,both,31,dance,pos,terrible,1
anon-36,both,32,film,neg,good,1
anon-36,no_goal,33,painting,pos,terrible,1
anon-36,informative,34,monologue,pos,okay,3
anon-36,both,35,recital,neg,bad,2
anon-36,informative,36,painting,neg,okay,1
anon-36,both,37,presentation,neg,okay,1
anon-36,social,38,cake,neg,bad,2
anon-36,social,39,film,pos,okay,2
anon-36,informative,40,song,pos,terrible,1
anon-37,social,1,app,neg,amazing,3
anon-37,no_goal,2,review,neg,okay,2
anon-37,social,3,monologue,pos,good,4
anon-37,informative,4,monologue,neg,bad,3
anon-37,informative,5,review,pos,bad,1
anon-37,social,6,presentation,pos,terrible,1
anon-37,both,7,recital,pos,good,4
anon-37,social,8,cookie,neg,terrible,3
anon-37,both,9,monologue,neg,amazing,3
anon-37,informative,10,cookie,neg,good,2
anon-37,no_goal,11,poem,pos,okay,3
anon-37,no_goal,12,presentation,neg,amazing,2
anon-37,social,13,song,pos,okay,3
anon-37,informative,14,recital,pos,terrible,1
anon-37,social,15,cake,pos,amazing,3
anon-37,social,16,film,neg,okay,2
anon-37,no_goal,17,painting,pos,amazing,4
anon-37,informative,18,song,neg,terrible,2
anon-37,both,19,presentation,neg,bad,3
anon-37,no_goal,20,recital,neg,bad,2
anon-37,informative,21,poem,neg,amazing,3
anon-37,informative,22,presentation,pos,good,4
anon-37,no_goal,23,cake,pos,terrible,1
anon-37,social,24,poem,neg,bad,3
anon-37,both,25,painting,pos,bad,2
anon-37,both,26,song,neg,good,2
anon-37,both,27,dance,neg,okay,2
anon-37,no_goal,28,film,pos,good,4
anon-37,no_goal,29,solo,neg,good,3
anon-37,informative,30,solo,pos,okay,3
anon-37,informative,31,dance,pos,amazing,5
anon-37,both,32,film,pos,terrible,1
anon-37,social,33,painting,neg,good,2
anon-37,both,34,solo,neg,terrible,2
anon-37,both,35,app,pos,okay,3
anon-37,informative,36,cake,neg,okay,2
anon-37,no_goal,37,cookie,pos,bad,2
anon-37,social,38,dance,pos,bad,3
anon-37,both,39,review,pos,amazing,5
anon-37,no_goal,40,app,neg,terrible,2
anon-38,both,1,painting,pos,amazing,3
anon-38,social,2,app,pos,okay,3
anon-38,no_goal,3,poem,neg,bad,3
anon-38,informative,4,film,pos,amazing,5
anon-38,social,5,recital,neg,amazing,5
anon-38,informative,6,presentation,neg,good,2
anon-38,social,7,cake,neg,okay,2
anon-38,informative,8,solo,neg,amazing,3
anon-38,both,9,app,neg,good,2
anon-38,no_goal,10,dance,pos,terrible,1
anon-38,informative,11,app,neg,terrible,3
anon-38,no_goal,12,review,neg,amazing,3
anon-38,social,13,solo,neg,bad,3
anon-38,social,14,monologue,neg,good,3
anon-38,both,15,cookie,neg,terrible,3
anon-38,no_goal,16,monologue,pos,amazing,4
anon-38,informative,17,poem,pos,terrible,4
anon-38,both,18,cake,pos,terrible,1
anon-38,no_goal,19,painting,neg,okay,3
anon-38,informative,20,painting,pos,bad,1
anon-38,both,21,song,neg,amazing,3
anon-38,both,22,monologue,pos,bad,3
anon-38,both,23,poem,pos,good,4
anon-38,no_goal,24,cake,pos,good,4
anon-38,informative,25,cookie,pos,okay,3
anon-38,no_goal,26,cookie,neg,good,1
anon-38,no_goal,27,presentation,pos,bad,1
anon-38,social,28,dance,pos,amazing,4
anon-38,both,29,film,neg,okay,1
anon-38,no_goal,30,solo,pos,okay,3
anon-38,both,31,recital,pos,okay,3
anon-38,informative,32,song,neg,bad,1
anon-38,social,33,presentation,neg,terrible,3
anon-38,both,34,review,neg,bad,3
anon-38,social,35,song,pos,good,4
anon-38,social,36,film,pos,bad,1
anon-38,social,37,review,pos,terrible,1
anon-38,informative,38,dance,neg,okay,2
