"subid","trial","knowledge","true_state","utterance","goal","goal_prob"
"1",7,"unknown","okay","terrible","honest",0.25
"1",8,"unknown","terrible","good","honest",0.025
"1",9,"unknown","amazing","amazing","honest",0.975
"1",10,"unknown","okay","okay","honest",0.8
"1",11,"unknown","terrible","terrible","honest",0.95
"1",12,"unknown","bad","okay","honest",0.3
"1",13,"unknown","amazing","good","honest",0.5
"1",14,"unknown","terrible","okay","honest",0.375
"1",15,"unknown","good","okay","honest",0.3
"1",16,"unknown","good","amazing","honest",0.9
"1",17,"unknown","amazing","terrible","honest",0.075
"1",18,"unknown","okay","good","honest",0.5
"1",19,"unknown","bad","good","honest",0.25
"1",20,"unknown","bad","terrible","honest",0.95
"1",21,"unknown","amazing","okay","honest",0.225
"1",22,"unknown","good","bad","honest",0.05
"1",23,"unknown","terrible","amazing","honest",0.075
"1",24,"unknown","okay","amazing","honest",0.4
"1",25,"unknown","okay","bad","honest",0.55
"2",1,"unknown","okay","okay","mean",0.3
"2",2,"unknown","amazing","amazing","mean",0.025
"2",3,"unknown","okay","good","mean",0.1
"2",4,"unknown","amazing","okay","mean",0.35
"2",5,"unknown","amazing","good","mean",0.625
"2",6,"unknown","terrible","bad","mean",0.35
"2",7,"unknown","good","amazing","mean",0.175
"2",8,"unknown","good","okay","mean",0.425
"2",9,"unknown","terrible","terrible","mean",0.4
"2",10,"unknown","bad","okay","mean",0.25
"2",11,"unknown","bad","amazing","mean",0.275
"2",12,"unknown","good","good","mean",0.1
"2",13,"unknown","good","bad","mean",0.775
"2",14,"unknown","okay","bad","mean",0.8
"2",15,"unknown","okay","terrible","mean",0.85
"2",16,"unknown","terrible","good","mean",0.3
"2",17,"unknown","terrible","amazing","mean",0.275
"2",18,"unknown","terrible","okay","mean",0.35
"2",19,"unknown","good","terrible","mean",0.825
"2",20,"unknown","amazing","terrible","mean",0.825
"2",21,"unknown","okay","amazing","mean",0.2
"2",22,"unknown","bad","terrible","mean",0.25
"2",23,"unknown","amazing","bad","mean",0.85
"2",24,"unknown","bad","bad","mean",0.35
"2",25,"unknown","bad","good","mean",0.225
"3",1,"unknown","good","terrible","nice",0
"3",2,"unknown","okay","good","nice",0.925
"3",3,"unknown","okay","terrible","nice",0.15
"3",4,"unknown","terrible","bad","nice",0
"3",5,"unknown","good","good","nice",0.875
"3",6,"unknown","terrible","okay","nice",0.9
"3",7,"unknown","amazing","amazing","nice",0.8
"3",8,"unknown","okay","amazing","nice",0.9
"3",9,"unknown","bad","terrible","nice",0.025
"3",10,"unknown","terrible","good","nice",0.975
"3",11,"unknown","good","bad","nice",0.05
"3",12,"unknown","good","okay","nice",0.375
"3",13,"unknown","bad","okay","nice",0.8
"3",14,"unknown","terrible","terrible","nice",0
"3",15,"unknown","okay","bad","nice",0
"3",16,"unknown","terrible","amazing","nice",0.9
"3",17,"unknown","okay","okay","nice",0.7
"3",18,"unknown","bad","bad","nice",0
"3",19,"unknown","amazing","good","nice",0.575
"3",20,"unknown","amazing","bad","nice",0.05
"3",21,"unknown","amazing","terrible","nice",0
"3",22,"unknown","bad","good","nice",0.925
"3",23,"unknown","bad","amazing","nice",1
"3",24,"unknown","amazing","okay","nice",0.725
"3",25,"unknown","good","amazing","nice",0.925
"4",1,"known","okay","amazing","nice",0.9
"4",2,"known","amazing","good","nice",0.525
"4",3,"known","good","good","nice",0.85
"4",4,"known","bad","good","nice",0.9
"4",5,"known","amazing","amazing","nice",0.925
"4",6,"known","amazing","terrible","nice",0.075
"4",7,"known","good","bad","nice",0.1
"4",8,"known","amazing","bad","nice",0.1
"4",9,"known","bad","terrible","nice",0.45
"4",10,"known","terrible","terrible","nice",0.475
"4",11,"known","okay","good","nice",0.85
"4",12,"known","good","terrible","nice",0.1
"4",13,"known","bad","amazing","nice",0.825
"4",14,"known","bad","bad","nice",0.5
"4",15,"known","terrible","okay","nice",0.725
"4",16,"known","terrible","good","nice",0.925
"4",17,"known","amazing","okay","nice",0.5
"4",18,"known","terrible","bad","nice",0.675
"4",19,"known","bad","okay","nice",0.75
"4",20,"known","good","amazing","nice",0.95
"4",21,"known","okay","terrible","nice",0.025
"4",22,"known","good","okay","nice",0.525
"4",23,"known","terrible","amazing","nice",0.9
"4",24,"known","okay","bad","nice",0.45
"4",25,"known","okay","okay","nice",0.5
"5",1,"known","bad","terrible","mean",0.475
"5",2,"known","amazing","bad","mean",1
"5",3,"known","okay","amazing","mean",0
"5",4,"known","good","terrible","mean",1
"5",5,"known","amazing","good","mean",0
"5",6,"known","bad","amazing","mean",0
"5",7,"known","terrible","terrible","mean",0.15
"5",8,"known","good","bad","mean",1
"5",9,"known","amazing","terrible","mean",0.925
"5",10,"known","good","good","mean",0
"5",11,"known","terrible","good","mean",0
"5",12,"known","amazing","okay","mean",0.3
"5",13,"known","okay","bad","mean",0.8
"5",14,"known","bad","okay","mean",0
"5",15,"known","terrible","okay","mean",0
"5",16,"known","good","okay","mean",0
"5",17,"known","bad","bad","mean",0
"5",18,"known","bad","good","mean",0
"5",19,"known","amazing","amazing","mean",0
"5",20,"known","terrible","amazing","mean",0
"5",21,"known","terrible","bad","mean",0.25
"5",22,"known","good","amazing","mean",0.075
"5",23,"known","okay","terrible","mean",0.775
"5",24,"known","okay","okay","mean",0.025
"5",25,"known","okay","good","mean",0
"5",1,"unknown","okay","okay","mean",0.95
"5",2,"unknown","good","good","mean",0.975
"5",3,"unknown","amazing","amazing","mean",0.95
"5",4,"unknown","bad","good","mean",0.225
"5",5,"unknown","good","okay","mean",0.5
"5",6,"unknown","amazing","terrible","mean",0
"5",7,"unknown","bad","amazing","mean",0.05
"5",8,"unknown","okay","terrible","mean",0.5
"5",9,"unknown","okay","amazing","mean",0.3
"5",10,"unknown","amazing","good","mean",0.95
"5",11,"unknown","terrible","amazing","mean",0.05
"5",12,"unknown","bad","bad","mean",0.975
"5",13,"unknown","okay","bad","mean",0.5
"5",14,"unknown","okay","good","mean",0.5
"5",15,"unknown","amazing","bad","mean",0.05
"5",16,"unknown","terrible","okay","mean",0.225
"5",17,"unknown","amazing","okay","mean",0.25
"5",18,"unknown","bad","okay","mean",0.5
"5",19,"unknown","terrible","bad","mean",0.975
"5",20,"unknown","bad","terrible","mean",0.5
"5",21,"unknown","good","terrible","mean",0.175
"5",22,"unknown","terrible","terrible","mean",0.95
"5",23,"unknown","terrible","good","mean",0
"5",24,"unknown","good","amazing","mean",0.75
"5",25,"unknown","good","bad","mean",0.15
"6",1,"known","terrible","bad","honest",0.975
"6",2,"known","okay","terrible","honest",0.725
"6",3,"known","good","good","honest",0.75
"6",4,"known","okay","bad","honest",0.775
"6",5,"known","okay","amazing","honest",0.275
"6",6,"known","bad","terrible","honest",0.7
"6",7,"known","amazing","terrible","honest",0
"6",8,"known","okay","good","honest",0.375
"6",9,"known","terrible","amazing","honest",0
"6",10,"known","terrible","good","honest",0.125
"6",11,"known","bad","okay","honest",0.25
"6",12,"known","good","amazing","honest",0.7
"6",13,"known","okay","okay","honest",1
"6",14,"known","bad","bad","honest",0.75
"6",15,"known","good","bad","honest",0.2
"6",16,"known","bad","amazing","honest",0.025
"6",17,"known","good","terrible","honest",0
"6",18,"known","good","okay","honest",0.725
"6",19,"known","terrible","okay","honest",0.25
"6",20,"known","amazing","bad","honest",0.025
"6",21,"known","terrible","terrible","honest",1
"6",22,"known","amazing","amazing","honest",1
"6",23,"known","bad","good","honest",0.175
"6",24,"known","amazing","good","honest",0.4
"6",25,"known","amazing","okay","honest",0.225
"7",1,"unknown","bad","bad","mean",0.75
"7",2,"unknown","good","good","mean",0.05
"7",3,"unknown","good","amazing","mean",0.05
"7",4,"unknown","terrible","terrible","mean",0.25
"7",5,"unknown","good","okay","mean",0.7
"7",6,"unknown","terrible","bad","mean",0.75
"7",7,"unknown","amazing","good","mean",0.25
"7",8,"unknown","bad","amazing","mean",0.225
"7",9,"unknown","terrible","good","mean",0.075
"7",10,"unknown","amazing","amazing","mean",0.05
"7",11,"unknown","bad","good","mean",0.075
"7",12,"unknown","okay","bad","mean",0.7
"7",13,"unknown","terrible","amazing","mean",0.25
"7",14,"unknown","okay","terrible","mean",0.725
"7",15,"unknown","okay","okay","mean",0.25
"7",16,"unknown","amazing","okay","mean",0.7
"7",17,"unknown","bad","okay","mean",0.075
"7",18,"unknown","good","bad","mean",0.7
"7",19,"unknown","terrible","okay","mean",0.2
"7",20,"unknown","okay","good","mean",0.025
"7",21,"unknown","amazing","terrible","mean",0.95
"7",22,"unknown","okay","amazing","mean",0.2
"7",23,"unknown","amazing","bad","mean",0.75
"7",24,"unknown","good","terrible","mean",0.8
"7",25,"unknown","bad","terrible","mean",0.525
"7",1,"unknown","terrible","terrible","mean",0.9
"7",2,"unknown","good","terrible","mean",0.7
"7",3,"unknown","good","amazing","mean",0.25
"7",4,"unknown","okay","amazing","mean",0.375
"7",5,"unknown","good","okay","mean",0.9
"7",6,"unknown","amazing","good","mean",0.8
"7",7,"unknown","amazing","amazing","mean",0.85
"7",8,"unknown","bad","terrible","mean",0.875
"7",9,"unknown","terrible","bad","mean",0.625
"7",10,"unknown","good","bad","mean",0.325
"7",11,"unknown","terrible","good","mean",0.55
"7",12,"unknown","amazing","bad","mean",0.95
"7",13,"unknown","bad","amazing","mean",0.575
"7",14,"unknown","terrible","okay","mean",0.85
"7",15,"unknown","okay","bad","mean",0.725
"7",16,"unknown","okay","good","mean",0.875
"7",17,"unknown","amazing","okay","mean",0.7
"7",18,"unknown","bad","okay","mean",1
"7",19,"unknown","okay","terrible","mean",0.3
"7",20,"unknown","good","good","mean",0.875
"7",21,"unknown","bad","bad","mean",0.725
"7",22,"unknown","bad","good","mean",0.325
"7",23,"unknown","amazing","terrible","mean",0.275
"7",24,"unknown","terrible","amazing","mean",0.2
"7",25,"unknown","okay","okay","mean",0.375
"8",1,"unknown","terrible","terrible","nice",0.1
"8",2,"unknown","okay","bad","nice",0.1
"8",3,"unknown","good","terrible","nice",0.025
"8",4,"unknown","amazing","good","nice",0.075
"8",5,"unknown","amazing","bad","nice",0.15
"8",6,"unknown","good","okay","nice",0.5
"8",7,"unknown","amazing","terrible","nice",0
"8",8,"unknown","good","good","nice",0.875
"8",9,"unknown","bad","terrible","nice",0
"8",10,"unknown","bad","okay","nice",0.55
"8",11,"unknown","bad","bad","nice",0.225
"8",12,"unknown","terrible","bad","nice",0.05
"8",13,"unknown","okay","terrible","nice",0.15
"8",14,"unknown","good","bad","nice",0
"8",15,"unknown","okay","good","nice",0.9
"8",16,"unknown","amazing","okay","nice",0.675
"8",17,"unknown","amazing","amazing","nice",0.975
"8",18,"unknown","good","amazing","nice",1
"8",19,"unknown","okay","amazing","nice",0.975
"8",20,"unknown","okay","okay","nice",0.55
"8",21,"unknown","terrible","good","nice",0.775
"8",22,"unknown","bad","good","nice",0.975
"8",23,"unknown","bad","amazing","nice",1
"8",24,"unknown","terrible","okay","nice",0.8
"8",25,"unknown","terrible","amazing","nice",0.85
"9",1,"known","good","amazing","nice",0.95
"9",2,"known","good","good","nice",0.825
"9",3,"known","good","terrible","nice",0
"9",4,"known","bad","terrible","nice",0.125
"9",5,"known","good","bad","nice",0
"9",6,"known","terrible","okay","nice",1
"9",7,"known","terrible","terrible","nice",0
"9",8,"known","bad","amazing","nice",1
"9",9,"known","okay","terrible","nice",0
"9",10,"known","terrible","good","nice",1
"9",11,"known","okay","amazing","nice",1
"9",12,"known","amazing","bad","nice",0
"9",13,"known","amazing","okay","nice",0.325
"9",14,"known","okay","good","nice",1
"9",15,"known","terrible","amazing","nice",1
"9",16,"known","amazing","good","nice",0.425
"9",17,"known","okay","okay","nice",0.575
"9",18,"known","terrible","bad","nice",0.275
"9",19,"known","bad","bad","nice",0.125
"9",20,"known","amazing","amazing","nice",0.8
"9",21,"known","bad","okay","nice",0.825
"9",22,"known","amazing","terrible","nice",0
"9",23,"known","bad","good","nice",1
"9",24,"known","okay","bad","nice",0
"9",25,"known","good","okay","nice",0.425
"10",1,"unknown","terrible","bad","mean",0.675
"10",2,"unknown","amazing","bad","mean",0.725
"10",3,"unknown","okay","bad","mean",0.8
"10",4,"unknown","amazing","good","mean",0
"10",5,"unknown","terrible","okay","mean",0
"10",6,"unknown","bad","amazing","mean",0
"10",7,"unknown","okay","okay","mean",0
"10",8,"unknown","good","okay","mean",0.25
"10",9,"unknown","amazing","terrible","mean",0.975
"10",10,"unknown","terrible","good","mean",0
"10",11,"unknown","terrible","terrible","mean",0.8
"10",12,"unknown","good","bad","mean",1
"10",13,"unknown","amazing","amazing","mean",0.025
"10",14,"unknown","bad","terrible","mean",0.7
"10",15,"unknown","bad","bad","mean",0.725
"10",16,"unknown","good","good","mean",0
"10",17,"unknown","okay","good","mean",0
"10",18,"unknown","terrible","amazing","mean",0
"10",19,"unknown","good","amazing","mean",0
"10",20,"unknown","good","terrible","mean",0.925
"10",21,"unknown","bad","okay","mean",0
"10",22,"unknown","amazing","okay","mean",0.75
"10",23,"unknown","okay","amazing","mean",0
"10",24,"unknown","okay","terrible","mean",1
"10",25,"unknown","bad","good","mean",0.05
"11",1,"known","terrible","bad","nice",0.5
"11",2,"known","amazing","okay","nice",0.4
"11",3,"known","okay","amazing","nice",0.85
"11",4,"known","okay","okay","nice",0.675
"11",5,"known","okay","terrible","nice",0.05
"11",6,"known","okay","bad","nice",0.125
"11",7,"known","bad","amazing","nice",1
"11",8,"known","good","amazing","nice",0.95
"11",9,"known","terrible","okay","nice",0.95
"11",10,"known","okay","good","nice",0.725
"11",11,"known","amazing","amazing","nice",0.975
"11",12,"known","good","good","nice",0.75
"11",13,"known","good","okay","nice",0.775
"11",14,"known","bad","terrible","nice",0.5
"11",15,"known","bad","bad","nice",0.6
"11",16,"known","bad","good","nice",0.8
"11",17,"known","amazing","bad","nice",0
"11",18,"known","terrible","terrible","nice",0.525
"11",19,"known","bad","okay","nice",0.65
"11",20,"known","amazing","good","nice",0.55
"11",21,"known","good","bad","nice",0
"11",22,"known","terrible","good","nice",0.8
"11",23,"known","good","terrible","nice",0
"11",24,"known","amazing","terrible","nice",0
"11",25,"known","terrible","amazing","nice",1
"12",1,"known","terrible","bad","mean",0.375
"12",2,"known","good","good","mean",0.025
"12",3,"known","terrible","good","mean",0.05
"12",4,"known","amazing","terrible","mean",0.85
"12",5,"known","good","bad","mean",0.85
"12",6,"known","bad","terrible","mean",0.2
"12",7,"known","okay","okay","mean",0.3
"12",8,"known","okay","terrible","mean",0.7
"12",9,"known","amazing","good","mean",0.375
"12",10,"known","good","terrible","mean",0.85
"12",11,"known","good","okay","mean",0.5
"12",12,"known","terrible","okay","mean",0.275
"12",13,"known","okay","good","mean",0.2
"12",14,"known","amazing","okay","mean",0.35
"12",15,"known","okay","bad","mean",0.5
"12",16,"known","terrible","terrible","mean",0.25
"12",17,"known","bad","bad","mean",0.325
"12",18,"known","bad","amazing","mean",0.1
"12",19,"known","good","amazing","mean",0.175
"12",20,"known","amazing","bad","mean",0.9
"12",21,"known","amazing","amazing","mean",0.075
"12",22,"known","bad","good","mean",0.15
"12",23,"known","terrible","amazing","mean",0.125
"12",24,"known","okay","amazing","mean",0.25
"12",25,"known","bad","okay","mean",0.3
"13",1,"unknown","terrible","amazing","honest",0
"13",2,"unknown","okay","amazing","honest",0
"13",3,"unknown","okay","bad","honest",0.7
"13",4,"unknown","amazing","terrible","honest",0
"13",5,"unknown","bad","okay","honest",0.1
"13",6,"unknown","good","terrible","honest",0
"13",7,"unknown","okay","okay","honest",1
"13",8,"unknown","good","bad","honest",0
"13",9,"unknown","good","okay","honest",0.25
"13",10,"unknown","terrible","good","honest",0
"13",11,"unknown","amazing","good","honest",0.775
"13",12,"unknown","terrible","terrible","honest",1
"13",13,"unknown","amazing","bad","honest",0
"13",14,"unknown","amazing","amazing","honest",0.975
"13",15,"unknown","okay","terrible","honest",0.55
"13",16,"unknown","bad","good","honest",0.05
"13",17,"unknown","bad","bad","honest",0.875
"13",18,"unknown","good","good","honest",0.925
"13",19,"unknown","terrible","okay","honest",0.225
"13",20,"unknown","bad","amazing","honest",0
"13",21,"unknown","terrible","bad","honest",1
"13",22,"unknown","bad","terrible","honest",0.725
"13",23,"unknown","okay","good","honest",0.3
"13",24,"unknown","good","amazing","honest",0.65
"13",25,"unknown","amazing","okay","honest",0.175
"14",1,"known","bad","good","honest",0.25
"14",2,"known","okay","okay","honest",1
"14",3,"known","amazing","terrible","honest",0.5
"14",4,"known","terrible","amazing","honest",0.225
"14",5,"known","okay","terrible","honest",0.55
"14",6,"known","terrible","good","honest",0.25
"14",7,"known","good","terrible","honest",0.45
"14",8,"known","bad","okay","honest",0.5
"14",9,"known","good","good","honest",0.8
"14",10,"known","amazing","good","honest",0.75
"14",11,"known","amazing","bad","honest",0.05
"14",12,"known","bad","bad","honest",0.95
"14",13,"known","bad","terrible","honest",0.925
"14",14,"known","terrible","okay","honest",0.325
"14",15,"known","okay","bad","honest",0.3
"14",16,"known","good","bad","honest",0.2
"14",17,"known","okay","good","honest",0.35
"14",18,"known","amazing","okay","honest",0.375
"14",19,"known","good","amazing","honest",0.675
"14",20,"known","good","okay","honest",0.425
"14",21,"known","bad","amazing","honest",0.075
"14",22,"known","terrible","terrible","honest",0.975
"14",23,"known","terrible","bad","honest",0.875
"14",24,"known","amazing","amazing","honest",1
"14",25,"known","okay","amazing","honest",0.35
"15",1,"unknown","terrible","okay","honest",0.05
"15",2,"unknown","okay","terrible","honest",0.025
"15",3,"unknown","amazing","bad","honest",0.05
"15",4,"unknown","okay","okay","honest",0.95
"15",5,"unknown","okay","amazing","honest",0.125
"15",6,"unknown","amazing","terrible","honest",0.1
"15",7,"unknown","bad","amazing","honest",0.025
"15",8,"unknown","okay","good","honest",0.7
"15",9,"unknown","bad","good","honest",0.075
"15",10,"unknown","okay","bad","honest",0.025
"15",11,"unknown","terrible","good","honest",0.05
"15",12,"unknown","good","good","honest",0.95
"15",13,"unknown","bad","okay","honest",0.05
"15",14,"unknown","amazing","okay","honest",0.075
"15",15,"unknown","bad","terrible","honest",0.725
"15",16,"unknown","good","amazing","honest",0.625
"15",17,"unknown","bad","bad","honest",0.95
"15",18,"unknown","good","okay","honest",0.4
"15",19,"unknown","good","terrible","honest",0.075
"15",20,"unknown","terrible","amazing","honest",0.025
"15",21,"unknown","good","bad","honest",0.05
"15",22,"unknown","amazing","good","honest",0.175
"15",23,"unknown","terrible","bad","honest",0.15
"15",24,"unknown","terrible","terrible","honest",0.975
"15",25,"unknown","amazing","amazing","honest",1
"16",1,"unknown","good","bad","honest",0.6
"16",2,"unknown","amazing","bad","honest",0.075
"16",3,"unknown","good","good","honest",0.925
"16",4,"unknown","okay","okay","honest",0.725
"16",5,"unknown","okay","good","honest",0.325
"16",6,"unknown","bad","good","honest",0.05
"16",7,"unknown","good","okay","honest",0.575
"16",8,"unknown","amazing","okay","honest",0.175
"16",9,"unknown","bad","okay","honest",0.4
"16",10,"unknown","terrible","amazing","honest",0.175
"16",11,"unknown","bad","amazing","honest",0.125
"16",12,"unknown","terrible","good","honest",0.3
"16",13,"unknown","terrible","bad","honest",0.95
"16",14,"unknown","amazing","good","honest",0.625
"16",15,"unknown","okay","bad","honest",0.35
"16",16,"unknown","okay","terrible","honest",0.425
"16",17,"unknown","bad","terrible","honest",0.75
"16",18,"unknown","good","terrible","honest",0.15
"16",19,"unknown","amazing","amazing","honest",0.925
"16",20,"unknown","amazing","terrible","honest",0
"16",21,"unknown","good","amazing","honest",0.6
"16",22,"unknown","terrible","terrible","honest",0.7
"16",23,"unknown","okay","amazing","honest",0.4
"16",24,"unknown","terrible","okay","honest",0.425
"16",25,"unknown","bad","bad","honest",0.95
"17",1,"unknown","bad","bad","nice",0.075
"17",2,"unknown","amazing","okay","nice",0.925
"17",3,"unknown","bad","good","nice",0.975
"17",4,"unknown","terrible","good","nice",0.9
"17",5,"unknown","good","terrible","nice",0.2
"17",6,"unknown","good","okay","nice",0.625
"17",7,"unknown","amazing","good","nice",0.775
"17",8,"unknown","okay","amazing","nice",0.5
"17",9,"unknown","amazing","terrible","nice",0
"17",10,"unknown","amazing","amazing","nice",0.875
"17",11,"unknown","okay","okay","nice",0.675
"17",12,"unknown","okay","good","nice",0.8
"17",13,"unknown","bad","amazing","nice",0.575
"17",14,"unknown","okay","bad","nice",0.425
"17",15,"unknown","good","amazing","nice",0.7
"17",16,"unknown","bad","okay","nice",0.5
"17",17,"unknown","good","good","nice",0.875
"17",18,"unknown","terrible","terrible","nice",0.5
"17",19,"unknown","terrible","okay","nice",0.625
"17",20,"unknown","amazing","bad","nice",0.075
"17",21,"unknown","good","bad","nice",0.15
"17",22,"unknown","terrible","amazing","nice",0.5
"17",23,"unknown","terrible","bad","nice",0.3
"17",24,"unknown","okay","terrible","nice",0.1
"17",25,"unknown","bad","terrible","nice",0.5
"18",1,"unknown","bad","good","nice",1
"18",2,"unknown","okay","okay","nice",0.5
"18",3,"unknown","bad","terrible","nice",0.275
"18",4,"unknown","good","good","nice",0.5
"18",5,"unknown","bad","okay","nice",0.75
"18",6,"unknown","terrible","good","nice",1
"18",7,"unknown","okay","bad","nice",0.25
"18",8,"unknown","bad","amazing","nice",1
"18",9,"unknown","good","bad","nice",0
"18",10,"unknown","okay","terrible","nice",0.15
"18",11,"unknown","terrible","terrible","nice",0.675
"18",12,"unknown","amazing","terrible","nice",0
"18",13,"unknown","bad","bad","nice",0.5
"18",14,"unknown","good","amazing","nice",0.725
"18",15,"unknown","good","okay","nice",0.5
"18",16,"unknown","terrible","bad","nice",0.5
"18",17,"unknown","okay","amazing","nice",0.725
"18",18,"unknown","amazing","amazing","nice",0.5
"18",19,"unknown","terrible","amazing","nice",1
"18",20,"unknown","good","terrible","nice",0
"18",21,"unknown","amazing","okay","nice",0.25
"18",22,"unknown","amazing","bad","nice",0
"18",23,"unknown","okay","good","nice",0.75
"18",24,"unknown","amazing","good","nice",0.25
"18",25,"unknown","terrible","okay","nice",0.825
"19",1,"known","terrible","amazing","nice",1
"19",2,"known","terrible","good","nice",0.975
"19",3,"known","good","bad","nice",0
"19",4,"known","good","amazing","nice",0.725
"19",5,"known","amazing","terrible","nice",0
"19",6,"known","bad","bad","nice",0.45
"19",7,"known","bad","good","nice",1
"19",8,"known","bad","okay","nice",1
"19",9,"known","terrible","bad","nice",0.475
"19",10,"known","okay","bad","nice",0
"19",11,"known","amazing","good","nice",0.5
"19",12,"known","bad","terrible","nice",0.25
"19",13,"known","terrible","okay","nice",0.725
"19",14,"known","good","terrible","nice",0
"19",15,"known","bad","amazing","nice",1
"19",16,"known","okay","good","nice",0.75
"19",17,"known","okay","terrible","nice",0
"19",18,"known","good","okay","nice",0.525
"19",19,"known","good","good","nice",0.25
"19",20,"known","okay","okay","nice",0.3
"19",21,"known","amazing","bad","nice",0
"19",22,"known","terrible","terrible","nice",0.175
"19",23,"known","okay","amazing","nice",1
"19",24,"known","amazing","amazing","nice",0.475
"19",25,"known","amazing","okay","nice",0.325
"20",1,"unknown","amazing","okay","mean",0.75
"20",2,"unknown","okay","bad","mean",0.25
"20",3,"unknown","good","good","mean",0
"20",4,"unknown","good","terrible","mean",0.15
"20",5,"unknown","okay","okay","mean",0.25
"20",6,"unknown","amazing","amazing","mean",0
"20",7,"unknown","bad","amazing","mean",0
"20",8,"unknown","amazing","terrible","mean",1
"20",9,"unknown","bad","okay","mean",0.175
"20",10,"unknown","good","okay","mean",0.675
"20",11,"unknown","amazing","good","mean",0.025
"20",12,"unknown","terrible","terrible","mean",0.475
"20",13,"unknown","okay","terrible","mean",0.8
"20",14,"unknown","amazing","bad","mean",1
"20",15,"unknown","bad","good","mean",0.15
"20",16,"unknown","bad","bad","mean",0.725
"20",17,"unknown","good","amazing","mean",0
"20",18,"unknown","bad","terrible","mean",0.6
"20",19,"unknown","terrible","bad","mean",0.35
"20",20,"unknown","okay","good","mean",0.1
"20",21,"unknown","terrible","amazing","mean",0.075
"20",22,"unknown","terrible","good","mean",0.075
"20",23,"unknown","terrible","okay","mean",0.025
"20",24,"unknown","good","bad","mean",0.775
"20",25,"unknown","okay","amazing","mean",0.05
"21",1,"known","good","terrible","honest",0
"21",2,"known","terrible","bad","honest",0.8
"21",3,"known","bad","bad","honest",0.9
"21",4,"known","bad","good","honest",0
"21",5,"known","terrible","amazing","honest",0.075
"21",6,"known","okay","okay","honest",0.925
"21",7,"known","bad","okay","honest",0.275
"21",8,"known","amazing","good","honest",0.425
"21",9,"known","good","okay","honest",0.65
"21",10,"known","amazing","okay","honest",0.3
"21",11,"known","bad","amazing","honest",0.05
"21",12,"known","bad","terrible","honest",0.55
"21",13,"known","okay","terrible","honest",0
"21",14,"known","terrible","terrible","honest",0.9
"21",15,"known","good","good","honest",0.975
"21",16,"known","good","amazing","honest",0.65
"21",17,"known","good","bad","honest",0.1
"21",18,"known","okay","good","honest",0.425
"21",19,"known","okay","amazing","honest",0.275
"21",20,"known","amazing","amazing","honest",1
"21",21,"known","terrible","okay","honest",0.225
"21",22,"known","amazing","terrible","honest",0.025
"21",23,"known","amazing","bad","honest",0.05
"21",24,"known","terrible","good","honest",0.125
"21",25,"known","okay","bad","honest",0.05
"22",1,"unknown","good","terrible","mean",0.725
"22",2,"unknown","good","amazing","mean",0.3
"22",3,"unknown","amazing","terrible","mean",0.675
"22",4,"unknown","bad","terrible","mean",0.5
"22",5,"unknown","terrible","bad","mean",0.5
"22",6,"unknown","amazing","amazing","mean",0.25
"22",7,"unknown","okay","amazing","mean",0.225
"22",8,"unknown","amazing","bad","mean",0.725
"22",9,"unknown","okay","good","mean",0.275
"22",10,"unknown","terrible","terrible","mean",0.5
"22",11,"unknown","terrible","good","mean",0.275
"22",12,"unknown","bad","okay","mean",0.225
"22",13,"unknown","okay","terrible","mean",0.725
"22",14,"unknown","amazing","okay","mean",0.5
"22",15,"unknown","bad","bad","mean",0.5
"22",16,"unknown","amazing","good","mean",0.275
"22",17,"unknown","okay","okay","mean",0.25
"22",18,"unknown","good","bad","mean",0.725
"22",19,"unknown","bad","amazing","mean",0.225
"22",20,"unknown","bad","good","mean",0.25
"22",21,"unknown","okay","bad","mean",0.675
"22",22,"unknown","good","good","mean",0.225
"22",23,"unknown","terrible","okay","mean",0.2
"22",24,"unknown","good","okay","mean",0.4
"22",25,"unknown","terrible","amazing","mean",0.2
"23",1,"unknown","terrible","okay","nice",1
"23",2,"unknown","okay","okay","nice",0.6
"23",3,"unknown","terrible","amazing","nice",0.95
"23",4,"unknown","bad","terrible","nice",0.275
"23",5,"unknown","amazing","terrible","nice",0.05
"23",6,"unknown","bad","amazing","nice",0.8
"23",7,"unknown","amazing","bad","nice",0.05
"23",8,"unknown","bad","okay","nice",0.775
"23",9,"unknown","terrible","terrible","nice",0.275
"23",10,"unknown","good","amazing","nice",0.9
"23",11,"unknown","amazing","okay","nice",0.25
"23",12,"unknown","good","good","nice",0.725
"23",13,"unknown","bad","good","nice",0.8
"23",14,"unknown","terrible","bad","nice",0.5
"23",15,"unknown","bad","bad","nice",0.7
"23",16,"unknown","amazing","good","nice",0.5
"23",17,"unknown","amazing","amazing","nice",0.925
"23",18,"unknown","good","okay","nice",0.3
"23",19,"unknown","terrible","good","nice",1
"23",20,"unknown","okay","good","nice",0.85
"23",21,"unknown","okay","terrible","nice",0.05
"23",22,"unknown","good","terrible","nice",0.05
"23",23,"unknown","good","bad","nice",0.05
"23",24,"unknown","okay","bad","nice",0.25
"23",25,"unknown","okay","amazing","nice",0.85
"24",1,"unknown","okay","amazing","nice",0.775
"24",2,"unknown","amazing","amazing","nice",0.85
"24",3,"unknown","bad","bad","nice",0.2
"24",4,"unknown","good","good","nice",0.75
"24",5,"unknown","bad","amazing","nice",0.775
"24",6,"unknown","good","terrible","nice",0.225
"24",7,"unknown","amazing","good","nice",0.775
