"subid","trial","knowledge","true_state","utterance","goal","goal_prob","roundval"
39,6,"unknown","good","bad","mean",0.75,0.7
39,7,"unknown","amazing","terrible","mean",0.75,0.7
39,8,"unknown","amazing","bad","mean",0.675,0.7
39,9,"unknown","okay","bad","mean",0.525,0.5
39,10,"unknown","bad","amazing","mean",0.1,0.1
39,11,"unknown","good","terrible","mean",0.6,0.5
39,12,"unknown","amazing","okay","mean",0.5,0.5
39,13,"unknown","good","amazing","mean",0,0.1
39,14,"unknown","okay","good","mean",0.35,0.3
39,15,"unknown","bad","bad","mean",0.3,0.3
39,16,"unknown","amazing","amazing","mean",0.025,0.1
39,17,"unknown","good","good","mean",0.075,0.1
39,18,"unknown","bad","good","mean",0.1,0.1
39,19,"unknown","terrible","good","mean",0.1,0.1
39,20,"unknown","terrible","bad","mean",0.5,0.5
39,21,"unknown","okay","amazing","mean",0.2,0.1
39,22,"unknown","amazing","good","mean",0.3,0.3
39,23,"unknown","good","okay","mean",0.5,0.5
39,24,"unknown","terrible","amazing","mean",0.05,0.1
39,25,"unknown","terrible","okay","mean",0.2,0.1
40,1,"unknown","terrible","okay","mean",0.25,0.3
40,2,"unknown","good","bad","mean",0.875,0.9
40,3,"unknown","terrible","good","mean",0.25,0.3
40,4,"unknown","amazing","bad","mean",0.85,0.9
40,5,"unknown","okay","good","mean",0.175,0.1
40,6,"unknown","good","amazing","mean",0.05,0.1
40,7,"unknown","bad","terrible","mean",0.525,0.5
40,8,"unknown","good","good","mean",0.05,0.1
40,9,"unknown","okay","amazing","mean",0,0.1
40,10,"unknown","bad","good","mean",0.075,0.1
40,11,"unknown","bad","bad","mean",0.65,0.7
40,12,"unknown","good","okay","mean",0.3,0.3
40,13,"unknown","bad","amazing","mean",0.05,0.1
40,14,"unknown","amazing","terrible","mean",1,0.9
40,15,"unknown","okay","bad","mean",0.9,0.9
40,16,"unknown","terrible","amazing","mean",0.025,0.1
40,17,"unknown","terrible","terrible","mean",0.425,0.5
40,18,"unknown","good","terrible","mean",0.875,0.9
40,19,"unknown","bad","okay","mean",0.075,0.1
40,20,"unknown","amazing","amazing","mean",0,0.1
40,21,"unknown","okay","okay","mean",0.225,0.3
40,22,"unknown","okay","terrible","mean",0.775,0.7
40,23,"unknown","amazing","good","mean",0.2,0.1
40,24,"unknown","amazing","okay","mean",0.65,0.7
40,25,"unknown","terrible","bad","mean",0.375,0.3
44,1,"unknown","terrible","amazing","honest",0.25,0.3
44,2,"unknown","bad","okay","honest",0.375,0.3
44,3,"unknown","good","okay","honest",0.375,0.3
44,4,"unknown","terrible","terrible","honest",1,0.9
44,5,"unknown","amazing","amazing","honest",0.975,0.9
44,6,"unknown","good","bad","honest",0.15,0.1
44,7,"unknown","amazing","bad","honest",0.225,0.3
44,8,"unknown","terrible","good","honest",0.175,0.1
44,9,"unknown","okay","bad","honest",0.25,0.3
44,10,"unknown","okay","good","honest",0.325,0.3
44,11,"unknown","okay","okay","honest",1,0.9
44,12,"unknown","good","terrible","honest",0.1,0.1
44,13,"unknown","okay","terrible","honest",0.225,0.3
44,14,"unknown","okay","amazing","honest",0.3,0.3
44,15,"unknown","good","amazing","honest",0.825,0.9
44,16,"unknown","amazing","terrible","honest",0,0.1
44,17,"unknown","terrible","bad","honest",1,0.9
44,18,"unknown","bad","terrible","honest",1,0.9
44,19,"unknown","amazing","okay","honest",0.4,0.3
44,20,"unknown","good","good","honest",1,0.9
44,21,"unknown","bad","bad","honest",1,0.9
44,22,"unknown","bad","amazing","honest",0.025,0.1
44,23,"unknown","amazing","good","honest",0.325,0.3
44,24,"unknown","bad","good","honest",0.1,0.1
44,25,"unknown","terrible","okay","honest",0.225,0.3
45,1,"unknown","terrible","okay","mean",0.2,0.1
45,2,"unknown","bad","good","mean",0,0.1
45,3,"unknown","amazing","good","mean",0,0.1
45,4,"unknown","bad","amazing","mean",0,0.1
45,5,"unknown","good","bad","mean",0.25,0.3
45,6,"unknown","okay","good","mean",0.025,0.1
45,7,"unknown","okay","amazing","mean",0,0.1
45,8,"unknown","terrible","amazing","mean",0,0.1
45,9,"unknown","bad","okay","mean",0,0.1
45,10,"unknown","terrible","good","mean",0,0.1
45,11,"unknown","bad","terrible","mean",0.25,0.3
45,12,"unknown","good","okay","mean",0.3,0.3
45,13,"unknown","good","terrible","mean",1,0.9
45,14,"unknown","amazing","bad","mean",0.975,0.9
45,15,"unknown","bad","bad","mean",0.225,0.3
45,16,"unknown","good","amazing","mean",0,0.1
45,17,"unknown","okay","terrible","mean",0.825,0.9
45,18,"unknown","okay","okay","mean",0,0.1
45,19,"unknown","amazing","okay","mean",0.375,0.3
45,20,"unknown","amazing","amazing","mean",0,0.1
45,21,"unknown","good","good","mean",0,0.1
45,22,"unknown","amazing","terrible","mean",0.975,0.9
45,23,"unknown","okay","bad","mean",0.675,0.7
45,24,"unknown","terrible","terrible","mean",0.3,0.3
45,25,"unknown","terrible","bad","mean",0.4,0.3
47,1,"unknown","terrible","bad","nice",0.25,0.3
47,2,"unknown","amazing","okay","nice",0.275,0.3
47,3,"unknown","okay","amazing","nice",0.95,0.9
47,4,"unknown","amazing","good","nice",0.5,0.5
47,5,"unknown","good","terrible","nice",0,0.1
47,6,"unknown","amazing","amazing","nice",0.725,0.7
47,7,"unknown","okay","terrible","nice",0,0.1
47,8,"unknown","terrible","terrible","nice",0,0.1
47,9,"unknown","okay","good","nice",0.725,0.7
47,10,"unknown","terrible","okay","nice",0.5,0.5
47,11,"unknown","bad","amazing","nice",0.95,0.9
47,12,"unknown","okay","okay","nice",0.5,0.5
47,13,"unknown","good","good","nice",0.5,0.5
47,14,"unknown","good","okay","nice",0.25,0.3
47,15,"unknown","bad","okay","nice",0.675,0.7
47,16,"unknown","amazing","bad","nice",0.025,0.1
47,17,"unknown","okay","bad","nice",0.2,0.1
47,18,"unknown","amazing","terrible","nice",0,0.1
47,19,"unknown","bad","terrible","nice",0.35,0.3
47,20,"unknown","good","amazing","nice",0.825,0.9
47,21,"unknown","terrible","good","nice",0.825,0.9
47,22,"unknown","good","bad","nice",0.15,0.1
47,23,"unknown","bad","bad","nice",0.175,0.1
47,24,"unknown","terrible","amazing","nice",0.825,0.9
47,25,"unknown","bad","good","nice",0.675,0.7
1,1,"unknown","good","terrible","honest",0.15,0.1
1,2,"unknown","terrible","bad","honest",0.925,0.9
1,3,"unknown","good","good","honest",0.925,0.9
1,4,"unknown","amazing","bad","honest",0.025,0.1
1,5,"unknown","bad","amazing","honest",0.275,0.3
1,6,"unknown","bad","bad","honest",0.95,0.9
1,7,"unknown","okay","terrible","honest",0.25,0.3
1,8,"unknown","terrible","good","honest",0.025,0.1
1,9,"unknown","amazing","amazing","honest",0.975,0.9
1,10,"unknown","okay","okay","honest",0.8,0.7
1,11,"unknown","terrible","terrible","honest",0.95,0.9
1,12,"unknown","bad","okay","honest",0.3,0.3
1,13,"unknown","amazing","good","honest",0.5,0.5
1,14,"unknown","terrible","okay","honest",0.375,0.3
1,15,"unknown","good","okay","honest",0.3,0.3
1,16,"unknown","good","amazing","honest",0.9,0.9
1,17,"unknown","amazing","terrible","honest",0.075,0.1
1,18,"unknown","okay","good","honest",0.5,0.5
1,19,"unknown","bad","good","honest",0.25,0.3
1,20,"unknown","bad","terrible","honest",0.95,0.9
1,21,"unknown","amazing","okay","honest",0.225,0.3
1,22,"unknown","good","bad","honest",0.05,0.1
1,23,"unknown","terrible","amazing","honest",0.075,0.1
1,24,"unknown","okay","amazing","honest",0.4,0.3
1,25,"unknown","okay","bad","honest",0.55,0.5
2,1,"unknown","okay","okay","mean",0.3,0.3
2,2,"unknown","amazing","amazing","mean",0.025,0.1
2,3,"unknown","okay","good","mean",0.1,0.1
2,4,"unknown","amazing","okay","mean",0.35,0.3
2,5,"unknown","amazing","good","mean",0.625,0.7
2,6,"unknown","terrible","bad","mean",0.35,0.3
2,7,"unknown","good","amazing","mean",0.175,0.1
2,8,"unknown","good","okay","mean",0.425,0.5
2,9,"unknown","terrible","terrible","mean",0.4,0.3
2,10,"unknown","bad","okay","mean",0.25,0.3
2,11,"unknown","bad","amazing","mean",0.275,0.3
2,12,"unknown","good","good","mean",0.1,0.1
2,13,"unknown","good","bad","mean",0.775,0.7
2,14,"unknown","okay","bad","mean",0.8,0.7
2,15,"unknown","okay","terrible","mean",0.85,0.9
2,16,"unknown","terrible","good","mean",0.3,0.3
2,17,"unknown","terrible","amazing","mean",0.275,0.3
2,18,"unknown","terrible","okay","mean",0.35,0.3
2,19,"unknown","good","terrible","mean",0.825,0.9
2,20,"unknown","amazing","terrible","mean",0.825,0.9
2,21,"unknown","okay","amazing","mean",0.2,0.1
2,22,"unknown","bad","terrible","mean",0.25,0.3
2,23,"unknown","amazing","bad","mean",0.85,0.9
2,24,"unknown","bad","bad","mean",0.35,0.3
2,25,"unknown","bad","good","mean",0.225,0.3
3,1,"unknown","good","terrible","nice",0,0.1
3,2,"unknown","okay","good","nice",0.925,0.9
3,3,"unknown","okay","terrible","nice",0.15,0.1
3,4,"unknown","terrible","bad","nice",0,0.1
3,5,"unknown","good","good","nice",0.875,0.9
3,6,"unknown","terrible","okay","nice",0.9,0.9
3,7,"unknown","amazing","amazing","nice",0.8,0.7
3,8,"unknown","okay","amazing","nice",0.9,0.9
3,9,"unknown","bad","terrible","nice",0.025,0.1
3,10,"unknown","terrible","good","nice",0.975,0.9
3,11,"unknown","good","bad","nice",0.05,0.1
3,12,"unknown","good","okay","nice",0.375,0.3
3,13,"unknown","bad","okay","nice",0.8,0.7
3,14,"unknown","terrible","terrible","nice",0,0.1
3,15,"unknown","okay","bad","nice",0,0.1
3,16,"unknown","terrible","amazing","nice",0.9,0.9
3,17,"unknown","okay","okay","nice",0.7,0.7
3,18,"unknown","bad","bad","nice",0,0.1
3,19,"unknown","amazing","good","nice",0.575,0.5
3,20,"unknown","amazing","bad","nice",0.05,0.1
3,21,"unknown","amazing","terrible","nice",0,0.1
3,22,"unknown","bad","good","nice",0.925,0.9
3,23,"unknown","bad","amazing","nice",1,0.9
3,24,"unknown","amazing","okay","nice",0.725,0.7
3,25,"unknown","good","amazing","nice",0.925,0.9
5,1,"unknown","okay","okay","mean",0.95,0.9
5,2,"unknown","good","good","mean",0.975,0.9
5,3,"unknown","amazing","amazing","mean",0.95,0.9
5,4,"unknown","bad","good","mean",0.225,0.3
5,5,"unknown","good","okay","mean",0.5,0.5
5,6,"unknown","amazing","terrible","mean",0,0.1
5,7,"unknown","bad","amazing","mean",0.05,0.1
5,8,"unknown","okay","terrible","mean",0.5,0.5
5,9,"unknown","okay","amazing","mean",0.3,0.3
5,10,"unknown","amazing","good","mean",0.95,0.9
5,11,"unknown","terrible","amazing","mean",0.05,0.1
5,12,"unknown","bad","bad","mean",0.975,0.9
5,13,"unknown","okay","bad","mean",0.5,0.5
5,14,"unknown","okay","good","mean",0.5,0.5
5,15,"unknown","amazing","bad","mean",0.05,0.1
5,16,"unknown","terrible","okay","mean",0.225,0.3
5,17,"unknown","amazing","okay","mean",0.25,0.3
5,18,"unknown","bad","okay","mean",0.5,0.5
5,19,"unknown","terrible","bad","mean",0.975,0.9
5,20,"unknown","bad","terrible","mean",0.5,0.5
5,21,"unknown","good","terrible","mean",0.175,0.1
5,22,"unknown","terrible","terrible","mean",0.95,0.9
5,23,"unknown","terrible","good","mean",0,0.1
5,24,"unknown","good","amazing","mean",0.75,0.7
5,25,"unknown","good","bad","mean",0.15,0.1
7,1,"unknown","bad","bad","mean",0.75,0.7
7,2,"unknown","good","good","mean",0.05,0.1
7,3,"unknown","good","amazing","mean",0.05,0.1
7,4,"unknown","terrible","terrible","mean",0.25,0.3
7,5,"unknown","good","okay","mean",0.7,0.7
7,6,"unknown","terrible","bad","mean",0.75,0.7
7,7,"unknown","amazing","good","mean",0.25,0.3
7,8,"unknown","bad","amazing","mean",0.225,0.3
7,9,"unknown","terrible","good","mean",0.075,0.1
7,10,"unknown","amazing","amazing","mean",0.05,0.1
7,11,"unknown","bad","good","mean",0.075,0.1
7,12,"unknown","okay","bad","mean",0.7,0.7
7,13,"unknown","terrible","amazing","mean",0.25,0.3
7,14,"unknown","okay","terrible","mean",0.725,0.7
7,15,"unknown","okay","okay","mean",0.25,0.3
7,16,"unknown","amazing","okay","mean",0.7,0.7
7,17,"unknown","bad","okay","mean",0.075,0.1
7,18,"unknown","good","bad","mean",0.7,0.7
7,19,"unknown","terrible","okay","mean",0.2,0.1
7,20,"unknown","okay","good","mean",0.025,0.1
7,21,"unknown","amazing","terrible","mean",0.95,0.9
7,22,"unknown","okay","amazing","mean",0.2,0.1
7,23,"unknown","amazing","bad","mean",0.75,0.7
7,24,"unknown","good","terrible","mean",0.8,0.7
7,25,"unknown","bad","terrible","mean",0.525,0.5
7,1,"unknown","terrible","terrible","mean",0.9,0.9
7,2,"unknown","good","terrible","mean",0.7,0.7
7,3,"unknown","good","amazing","mean",0.25,0.3
7,4,"unknown","okay","amazing","mean",0.375,0.3
7,5,"unknown","good","okay","mean",0.9,0.9
7,6,"unknown","amazing","good","mean",0.8,0.7
7,7,"unknown","amazing","amazing","mean",0.85,0.9
7,8,"unknown","bad","terrible","mean",0.875,0.9
7,9,"unknown","terrible","bad","mean",0.625,0.7
7,10,"unknown","good","bad","mean",0.325,0.3
7,11,"unknown","terrible","good","mean",0.55,0.5
7,12,"unknown","amazing","bad","mean",0.95,0.9
7,13,"unknown","bad","amazing","mean",0.575,0.5
7,14,"unknown","terrible","okay","mean",0.85,0.9
7,15,"unknown","okay","bad","mean",0.725,0.7
7,16,"unknown","okay","good","mean",0.875,0.9
7,17,"unknown","amazing","okay","mean",0.7,0.7
7,18,"unknown","bad","okay","mean",1,0.9
7,19,"unknown","okay","terrible","mean",0.3,0.3
7,20,"unknown","good","good","mean",0.875,0.9
7,21,"unknown","bad","bad","mean",0.725,0.7
7,22,"unknown","bad","good","mean",0.325,0.3
7,23,"unknown","amazing","terrible","mean",0.275,0.3
7,24,"unknown","terrible","amazing","mean",0.2,0.1
7,25,"unknown","okay","okay","mean",0.375,0.3
8,1,"unknown","terrible","terrible","nice",0.1,0.1
8,2,"unknown","okay","bad","nice",0.1,0.1
8,3,"unknown","good","terrible","nice",0.025,0.1
8,4,"unknown","amazing","good","nice",0.075,0.1
8,5,"unknown","amazing","bad","nice",0.15,0.1
8,6,"unknown","good","okay","nice",0.5,0.5
8,7,"unknown","amazing","terrible","nice",0,0.1
8,8,"unknown","good","good","nice",0.875,0.9
8,9,"unknown","bad","terrible","nice",0,0.1
8,10,"unknown","bad","okay","nice",0.55,0.5
8,11,"unknown","bad","bad","nice",0.225,0.3
8,12,"unknown","terrible","bad","nice",0.05,0.1
8,13,"unknown","okay","terrible","nice",0.15,0.1
8,14,"unknown","good","bad","nice",0,0.1
8,15,"unknown","okay","good","nice",0.9,0.9
8,16,"unknown","amazing","okay","nice",0.675,0.7
8,17,"unknown","amazing","amazing","nice",0.975,0.9
8,18,"unknown","good","amazing","nice",1,0.9
8,19,"unknown","okay","amazing","nice",0.975,0.9
8,20,"unknown","okay","okay","nice",0.55,0.5
8,21,"unknown","terrible","good","nice",0.775,0.7
8,22,"unknown","bad","good","nice",0.975,0.9
8,23,"unknown","bad","amazing","nice",1,0.9
8,24,"unknown","terrible","okay","nice",0.8,0.7
8,25,"unknown","terrible","amazing","nice",0.85,0.9
10,1,"unknown","terrible","bad","mean",0.675,0.7
10,2,"unknown","amazing","bad","mean",0.725,0.7
10,3,"unknown","okay","bad","mean",0.8,0.7
10,4,"unknown","amazing","good","mean",0,0.1
10,5,"unknown","terrible","okay","mean",0,0.1
10,6,"unknown","bad","amazing","mean",0,0.1
10,7,"unknown","okay","okay","mean",0,0.1
10,8,"unknown","good","okay","mean",0.25,0.3
10,9,"unknown","amazing","terrible","mean",0.975,0.9
10,10,"unknown","terrible","good","mean",0,0.1
10,11,"unknown","terrible","terrible","mean",0.8,0.7
10,12,"unknown","good","bad","mean",1,0.9
10,13,"unknown","amazing","amazing","mean",0.025,0.1
10,14,"unknown","bad","terrible","mean",0.7,0.7
10,15,"unknown","bad","bad","mean",0.725,0.7
10,16,"unknown","good","good","mean",0,0.1
10,17,"unknown","okay","good","mean",0,0.1
10,18,"unknown","terrible","amazing","mean",0,0.1
10,19,"unknown","good","amazing","mean",0,0.1
10,20,"unknown","good","terrible","mean",0.925,0.9
10,21,"unknown","bad","okay","mean",0,0.1
10,22,"unknown","amazing","okay","mean",0.75,0.7
10,23,"unknown","okay","amazing","mean",0,0.1
10,24,"unknown","okay","terrible","mean",1,0.9
10,25,"unknown","bad","good","mean",0.05,0.1
13,1,"unknown","terrible","amazing","honest",0,0.1
13,2,"unknown","okay","amazing","honest",0,0.1
13,3,"unknown","okay","bad","honest",0.7,0.7
13,4,"unknown","amazing","terrible","honest",0,0.1
13,5,"unknown","bad","okay","honest",0.1,0.1
13,6,"unknown","good","terrible","honest",0,0.1
13,7,"unknown","okay","okay","honest",1,0.9
13,8,"unknown","good","bad","honest",0,0.1
13,9,"unknown","good","okay","honest",0.25,0.3
13,10,"unknown","terrible","good","honest",0,0.1
13,11,"unknown","amazing","good","honest",0.775,0.7
13,12,"unknown","terrible","terrible","honest",1,0.9
13,13,"unknown","amazing","bad","honest",0,0.1
13,14,"unknown","amazing","amazing","honest",0.975,0.9
13,15,"unknown","okay","terrible","honest",0.55,0.5
13,16,"unknown","bad","good","honest",0.05,0.1
13,17,"unknown","bad","bad","honest",0.875,0.9
13,18,"unknown","good","good","honest",0.925,0.9
13,19,"unknown","terrible","okay","honest",0.225,0.3
13,20,"unknown","bad","amazing","honest",0,0.1
13,21,"unknown","terrible","bad","honest",1,0.9
13,22,"unknown","bad","terrible","honest",0.725,0.7
13,23,"unknown","okay","good","honest",0.3,0.3
13,24,"unknown","good","amazing","honest",0.65,0.7
13,25,"unknown","amazing","okay","honest",0.175,0.1
15,1,"unknown","terrible","okay","honest",0.05,0.1
15,2,"unknown","okay","terrible","honest",0.025,0.1
15,3,"unknown","amazing","bad","honest",0.05,0.1
15,4,"unknown","okay","okay","honest",0.95,0.9
15,5,"unknown","okay","amazing","honest",0.125,0.1
15,6,"unknown","amazing","terrible","honest",0.1,0.1
15,7,"unknown","bad","amazing","honest",0.025,0.1
15,8,"unknown","okay","good","honest",0.7,0.7
15,9,"unknown","bad","good","honest",0.075,0.1
15,10,"unknown","okay","bad","honest",0.025,0.1
15,11,"unknown","terrible","good","honest",0.05,0.1
15,12,"unknown","good","good","honest",0.95,0.9
15,13,"unknown","bad","okay","honest",0.05,0.1
15,14,"unknown","amazing","okay","honest",0.075,0.1
15,15,"unknown","bad","terrible","honest",0.725,0.7
15,16,"unknown","good","amazing","honest",0.625,0.7
15,17,"unknown","bad","bad","honest",0.95,0.9
15,18,"unknown","good","okay","honest",0.4,0.3
15,19,"unknown","good","terrible","honest",0.075,0.1
15,20,"unknown","terrible","amazing","honest",0.025,0.1
15,21,"unknown","good","bad","honest",0.05,0.1
15,22,"unknown","amazing","good","honest",0.175,0.1
15,23,"unknown","terrible","bad","honest",0.15,0.1
15,24,"unknown","terrible","terrible","honest",0.975,0.9
15,25,"unknown","amazing","amazing","honest",1,0.9
16,1,"unknown","good","bad","honest",0.6,0.5
16,2,"unknown","amazing","bad","honest",0.075,0.1
16,3,"unknown","good","good","honest",0.925,0.9
16,4,"unknown","okay","okay","honest",0.725,0.7
16,5,"unknown","okay","good","honest",0.325,0.3
16,6,"unknown","bad","good","honest",0.05,0.1
16,7,"unknown","good","okay","honest",0.575,0.5
16,8,"unknown","amazing","okay","honest",0.175,0.1
16,9,"unknown","bad","okay","honest",0.4,0.3
16,10,"unknown","terrible","amazing","honest",0.175,0.1
16,11,"unknown","bad","amazing","honest",0.125,0.1
16,12,"unknown","terrible","good","honest",0.3,0.3
16,13,"unknown","terrible","bad","honest",0.95,0.9
16,14,"unknown","amazing","good","honest",0.625,0.7
16,15,"unknown","okay","bad","honest",0.35,0.3
16,16,"unknown","okay","terrible","honest",0.425,0.5
16,17,"unknown","bad","terrible","honest",0.75,0.7
16,18,"unknown","good","terrible","honest",0.15,0.1
16,19,"unknown","amazing","amazing","honest",0.925,0.9
16,20,"unknown","amazing","terrible","honest",0,0.1
16,21,"unknown","good","amazing","honest",0.6,0.5
16,22,"unknown","terrible","terrible","honest",0.7,0.7
16,23,"unknown","okay","amazing","honest",0.4,0.3
16,24,"unknown","terrible","okay","honest",0.425,0.5
16,25,"unknown","bad","bad","honest",0.95,0.9
17,1,"unknown","bad","bad","nice",0.075,0.1
17,2,"unknown","amazing","okay","nice",0.925,0.9
17,3,"unknown","bad","good","nice",0.975,0.9
17,4,"unknown","terrible","good","nice",0.9,0.9
17,5,"unknown","good","terrible","nice",0.2,0.1
17,6,"unknown","good","okay","nice",0.625,0.7
17,7,"unknown","amazing","good","nice",0.775,0.7
17,8,"unknown","okay","amazing","nice",0.5,0.5
17,9,"unknown","amazing","terrible","nice",0,0.1
17,10,"unknown","amazing","amazing","nice",0.875,0.9
17,11,"unknown","okay","okay","nice",0.675,0.7
17,12,"unknown","okay","good","nice",0.8,0.7
17,13,"unknown","bad","amazing","nice",0.575,0.5
17,14,"unknown","okay","bad","nice",0.425,0.5
17,15,"unknown","good","amazing","nice",0.7,0.7
17,16,"unknown","bad","okay","nice",0.5,0.5
17,17,"unknown","good","good","nice",0.875,0.9
17,18,"unknown","terrible","terrible","nice",0.5,0.5
17,19,"unknown","terrible","okay","nice",0.625,0.7
17,20,"unknown","amazing","bad","nice",0.075,0.1
17,21,"unknown","good","bad","nice",0.15,0.1
17,22,"unknown","terrible","amazing","nice",0.5,0.5
17,23,"unknown","terrible","bad","nice",0.3,0.3
17,24,"unknown","okay","terrible","nice",0.1,0.1
17,25,"unknown","bad","terrible","nice",0.5,0.5
18,1,"unknown","bad","good","nice",1,0.9
18,2,"unknown","okay","okay","nice",0.5,0.5
18,3,"unknown","bad","terrible","nice",0.275,0.3
18,4,"unknown","good","good","nice",0.5,0.5
18,5,"unknown","bad","okay","nice",0.75,0.7
18,6,"unknown","terrible","good","nice",1,0.9
18,7,"unknown","okay","bad","nice",0.25,0.3
18,8,"unknown","bad","amazing","nice",1,0.9
18,9,"unknown","good","bad","nice",0,0.1
18,10,"unknown","okay","terrible","nice",0.15,0.1
18,11,"unknown","terrible","terrible","nice",0.675,0.7
18,12,"unknown","amazing","terrible","nice",0,0.1
18,13,"unknown","bad","bad","nice",0.5,0.5
18,14,"unknown","good","amazing","nice",0.725,0.7
18,15,"unknown","good","okay","nice",0.5,0.5
18,16,"unknown","terrible","bad","nice",0.5,0.5
18,17,"unknown","okay","amazing","nice",0.725,0.7
18,18,"unknown","amazing","amazing","nice",0.5,0.5
18,19,"unknown","terrible","amazing","nice",1,0.9
18,20,"unknown","good","terrible","nice",0,0.1
18,21,"unknown","amazing","okay","nice",0.25,0.3
18,22,"unknown","amazing","bad","nice",0,0.1
18,23,"unknown","okay","good","nice",0.75,0.7
18,24,"unknown","amazing","good","nice",0.25,0.3
18,25,"unknown","terrible","okay","nice",0.825,0.9
20,1,"unknown","amazing","okay","mean",0.75,0.7
20,2,"unknown","okay","bad","mean",0.25,0.3
20,3,"unknown","good","good","mean",0,0.1
20,4,"unknown","good","terrible","mean",0.15,0.1
20,5,"unknown","okay","okay","mean",0.25,0.3
20,6,"unknown","amazing","amazing","mean",0,0.1
20,7,"unknown","bad","amazing","mean",0,0.1
20,8,"unknown","amazing","terrible","mean",1,0.9
20,9,"unknown","bad","okay","mean",0.175,0.1
20,10,"unknown","good","okay","mean",0.675,0.7
20,11,"unknown","amazing","good","mean",0.025,0.1
20,12,"unknown","terrible","terrible","mean",0.475,0.5
20,13,"unknown","okay","terrible","mean",0.8,0.7
20,14,"unknown","amazing","bad","mean",1,0.9
20,15,"unknown","bad","good","mean",0.15,0.1
20,16,"unknown","bad","bad","mean",0.725,0.7
20,17,"unknown","good","amazing","mean",0,0.1
20,18,"unknown","bad","terrible","mean",0.6,0.5
20,19,"unknown","terrible","bad","mean",0.35,0.3
20,20,"unknown","okay","good","mean",0.1,0.1
20,21,"unknown","terrible","amazing","mean",0.075,0.1
20,22,"unknown","terrible","good","mean",0.075,0.1
20,23,"unknown","terrible","okay","mean",0.025,0.1
20,24,"unknown","good","bad","mean",0.775,0.7
20,25,"unknown","okay","amazing","mean",0.05,0.1
22,1,"unknown","good","terrible","mean",0.725,0.7
22,2,"unknown","good","amazing","mean",0.3,0.3
22,3,"unknown","amazing","terrible","mean",0.675,0.7
22,4,"unknown","bad","terrible","mean",0.5,0.5
22,5,"unknown","terrible","bad","mean",0.5,0.5
22,6,"unknown","amazing","amazing","mean",0.25,0.3
22,7,"unknown","okay","amazing","mean",0.225,0.3
22,8,"unknown","amazing","bad","mean",0.725,0.7
22,9,"unknown","okay","good","mean",0.275,0.3
22,10,"unknown","terrible","terrible","mean",0.5,0.5
22,11,"unknown","terrible","good","mean",0.275,0.3
22,12,"unknown","bad","okay","mean",0.225,0.3
22,13,"unknown","okay","terrible","mean",0.725,0.7
22,14,"unknown","amazing","okay","mean",0.5,0.5
22,15,"unknown","bad","bad","mean",0.5,0.5
22,16,"unknown","amazing","good","mean",0.275,0.3
22,17,"unknown","okay","okay","mean",0.25,0.3
22,18,"unknown","good","bad","mean",0.725,0.7
22,19,"unknown","bad","amazing","mean",0.225,0.3
22,20,"unknown","bad","good","mean",0.25,0.3
22,21,"unknown","okay","bad","mean",0.675,0.7
22,22,"unknown","good","good","mean",0.225,0.3
22,23,"unknown","terrible","okay","mean",0.2,0.1
22,24,"unknown","good","okay","mean",0.4,0.3
22,25,"unknown","terrible","amazing","mean",0.2,0.1
23,1,"unknown","terrible","okay","nice",1,0.9
23,2,"unknown","okay","okay","nice",0.6,0.5
23,3,"unknown","terrible","amazing","nice",0.95,0.9
23,4,"unknown","bad","terrible","nice",0.275,0.3
23,5,"unknown","amazing","terrible","nice",0.05,0.1
23,6,"unknown","bad","amazing","nice",0.8,0.7
23,7,"unknown","amazing","bad","nice",0.05,0.1
23,8,"unknown","bad","okay","nice",0.775,0.7
23,9,"unknown","terrible","terrible","nice",0.275,0.3
23,10,"unknown","good","amazing","nice",0.9,0.9
23,11,"unknown","amazing","okay","nice",0.25,0.3
23,12,"unknown","good","good","nice",0.725,0.7
23,13,"unknown","bad","good","nice",0.8,0.7
23,14,"unknown","terrible","bad","nice",0.5,0.5
23,15,"unknown","bad","bad","nice",0.7,0.7
23,16,"unknown","amazing","good","nice",0.5,0.5
23,17,"unknown","amazing","amazing","nice",0.925,0.9
23,18,"unknown","good","okay","nice",0.3,0.3
23,19,"unknown","terrible","good","nice",1,0.9
23,20,"unknown","okay","good","nice",0.85,0.9
23,21,"unknown","okay","terrible","nice",0.05,0.1
23,22,"unknown","good","terrible","nice",0.05,0.1
23,23,"unknown","good","bad","nice",0.05,0.1
23,24,"unknown","okay","bad","nice",0.25,0.3
23,25,"unknown","okay","amazing","nice",0.85,0.9
24,1,"unknown","okay","amazing","nice",0.775,0.7
24,2,"unknown","amazing","amazing","nice",0.85,0.9
24,3,"unknown","bad","bad","nice",0.2,0.1
24,4,"unknown","good","good","nice",0.75,0.7
24,5,"unknown","bad","amazing","nice",0.775,0.7
24,6,"unknown","good","terrible","nice",0.225,0.3
24,7,"unknown","amazing","good","nice",0.775,0.7
24,8,"unknown","okay","good","nice",0.775,0.7
24,9,"unknown","terrible","okay","nice",0.75,0.7
24,10,"unknown","bad","okay","nice",0.65,0.7
24,11,"unknown","good","bad","nice",0.15,0.1
24,12,"unknown","bad","good","nice",0.75,0.7
24,13,"unknown","okay","terrible","nice",0.1,0.1
24,14,"unknown","okay","okay","nice",0.5,0.5
24,15,"unknown","good","okay","nice",0.225,0.3
