Time,Action,Data
2016/03/25 15:41:02,Create,"{u'description': u'A simple task of judging meanings behind what someone says (takes ~4 minutes)', u'title': u'Quick study to judge what people think', u'url': u'https://langcog.stanford.edu/expts/EJY/polgrice/negimp_v1/negimp.html', u'assignment_duration': u'1 hour', u'qualifications': {u'location': u'US', u'approval_percentage': 85}, u'frame_height': 450, u'experimenter': u'Erica Yoon', u'keywords': u'Game, fun, sentences, conversation, meaning, goals', u'auto_approval_delay': u'1 hour', u'reward': 0.45, u'server_log_path': u'http://langcog.stanford.edu/cgi-bin/cosub/location.php'}"
2016/03/25 15:48:37,Create,"{u'description': u'A simple task of judging meanings behind what someone says (takes ~4 minutes)', u'title': u'Quick study to judge what people think', u'url': u'https://langcog.stanford.edu/expts/EJY/polgrice/negimp_v1/negimp.html', u'assignment_duration': u'1 hour', u'qualifications': {u'location': u'US', u'approval_percentage': 85}, u'frame_height': 450, u'experimenter': u'Erica Yoon', u'keywords': u'Game, fun, sentences, conversation, meaning, goals', u'auto_approval_delay': u'1 hour', u'reward': 0.45, u'server_log_path': u'http://langcog.stanford.edu/cgi-bin/cosub/location.php'}"
