Time,Action,Data
2016/05/08 21:54:50,Create,"{u'description': u'A simple task of judging what someone thinks (takes ~3 minutes)', u'title': u'Quick study to judge what people think', u'url': u'https://langcog.stanford.edu/expts/EJY/polgrice/L2_J_India/polgrice_L2_J.html', u'assignment_duration': u'1 hour', u'qualifications': {u'location': u'IN', u'approval_percentage': 85}, u'frame_height': 450, u'experimenter': u'Erica Yoon', u'keywords': u'Game, fun, sentences, conversation, meaning, goals', u'auto_approval_delay': u'1 hour', u'reward': 0.4, u'server_log_path': u'http://langcog.stanford.edu/cgi-bin/cosub/location.php'}"
2016/05/08 23:45:08,Add,21 assignments
