Time,Action,Data
2017/01/16 12:15:48,Create,"{u'description': u'A simple task of judging meanings behind what someone says (takes ~7 minutes)', u'title': u'Quick study to judge what people think', u'url': u'https://langcog.stanford.edu/expts/EJY/polgrice/L2_S_wNeg_v2/polgrice_L2_S.html', u'assignment_duration': u'1 hour', u'qualifications': {u'location': u'US', u'approval_percentage': 85}, u'frame_height': 450, u'experimenter': u'Erica Yoon', u'keywords': u'Game, fun, sentences, conversation, meaning, goals', u'auto_approval_delay': u'1 hour', u'reward': 0.8, u'server_log_path': u'http://langcog.stanford.edu/cgi-bin/cosub/location.php'}"
2017/01/16 13:54:16,Expire,
