Time,Action,Data
2016/05/08 21:57:53,Create,"{u'description': u'A simple task of judging meanings behind what someone says (takes ~3 minutes)', u'title': u'Quick study to judge what people think', u'url': u'https://langcog.stanford.edu/expts/EJY/polgrice/L2_S_India/polgrice_L2_S.html', u'assignment_duration': u'1 hour', u'qualifications': {u'location': u'IN', u'approval_percentage': 85}, u'frame_height': 450, u'experimenter': u'Erica Yoon', u'keywords': u'Game, fun, sentences, conversation, meaning, goals', u'auto_approval_delay': u'1 hour', u'reward': 0.35, u'server_log_path': u'http://langcog.stanford.edu/cgi-bin/cosub/location.php'}"
2016/05/08 22:15:39,Add,25 assignments
