"MAP","cred_low","cred_upper","state","utterance"
0.98696245428763,0.896946628112346,0.998451176099479,"1","not_amazing"
0.0522539832334237,0.00184473069384694,0.132613135268912,"1","not_bad"
0.984343283877808,0.879610689124092,0.998936171876267,"1","not_good"
0.895947481975721,0.699035817058757,0.990086832083762,"1","not_okay"
0.0888711505651187,0.0122347467113286,0.309278674190864,"1","not_terrible"
0.0166800858417105,0.00124001340009272,0.136910413159057,"1","yes_amazing"
0.973885124960929,0.895967215299606,0.9998625270091,"1","yes_bad"
0.0197736760072885,0.000390373170375824,0.163259928580374,"1","yes_good"
0.0156862332279351,0.000123271718621254,0.0970473387278616,"1","yes_okay"
0.970596771495141,0.849291919963434,0.987037335289642,"1","yes_terrible"
0.922144432775996,0.78542836685665,0.972062526270747,"2","not_amazing"
0.308172047842873,0.134962823241949,0.410639376146719,"2","not_bad"
0.911977811034419,0.752855290425941,0.957093367353082,"2","not_good"
0.761655461146376,0.608298665611073,0.872172935400158,"2","not_okay"
0.44613636401734,0.272401756839827,0.684013654245064,"2","not_terrible"
0.0080768193701713,0.000959248980507255,0.13132238551043,"2","yes_amazing"
0.904970367624788,0.817100072978064,0.989823210751638,"2","yes_bad"
0.0413830323570301,0.0116342324763536,0.167955506360158,"2","yes_good"
0.26117021841743,0.1078813332133,0.52950243325904,"2","yes_okay"
0.480099773495097,0.363055733498186,0.719267039559782,"2","yes_terrible"
0.77937567199407,0.632474914193153,0.887323583709076,"3","not_amazing"
0.893516274303576,0.615037020295858,0.937407739693299,"3","not_bad"
0.174216384578782,0.0915066660381854,0.310192400822416,"3","not_good"
0.111945855432746,0.0666281846351922,0.299001035280526,"3","not_okay"
0.962347074778987,0.844871057895944,0.986809781985357,"3","not_terrible"
0.0462359482186972,0.00243825418874621,0.182564751710743,"3","yes_amazing"
0.0115309896225281,0.000755057204514742,0.153405476827174,"3","yes_bad"
0.840730151389475,0.575115503743291,0.894703219644725,"3","yes_good"
0.956333196536384,0.866221193922684,0.98430560529232,"3","yes_okay"
0.0614709514114001,0.0310361827723682,0.231766599463299,"3","yes_terrible"
0.224949511692016,0.140465759439394,0.403371109627187,"4","not_amazing"
0.87491018033655,0.726369141135365,0.951788422651589,"4","not_bad"
0.0168304012869022,0.00194995431229472,0.122849222039804,"4","not_good"
0.0189775095474975,0.00039475248195231,0.128065649420023,"4","not_okay"
0.930429440678147,0.759617831325158,0.980841400567442,"4","not_terrible"
0.696474992700173,0.417303838767111,0.782448502257466,"4","yes_amazing"
0.013146743129953,0.000129769556224346,0.149670621147379,"4","yes_bad"
0.982772392501203,0.805440830532461,0.99535134783946,"4","yes_good"
0.700388802756077,0.582423482090235,0.879550793673843,"4","yes_okay"
0.01356597965988,0.000167058547958732,0.126615495886654,"4","yes_terrible"
0.0401680572663274,0.00304453726857901,0.235517658991739,"5","not_amazing"
0.854327912839705,0.638870608527213,0.894181856885552,"5","not_bad"
0.023233425828428,0.00409766333177686,0.0600335276685655,"5","not_good"
0.160289499953384,0.0593029665760696,0.233524618670344,"5","not_okay"
0.907079333414053,0.785666946088895,0.974005480762571,"5","not_terrible"
0.992265879711466,0.902566149365157,0.998703603167087,"5","yes_amazing"
0.013878579559402,0.00140332523733377,0.179352251579985,"5","yes_bad"
0.986402065137638,0.90205761953257,0.999323985306546,"5","yes_good"
0.543989685786048,0.381882150424644,0.70714957267046,"5","yes_okay"
0.0405138888259018,0.00785701372660697,0.206890275934711,"5","yes_terrible"
