"State","Utterance","Goal","MAP","credHigh","credLow"
"1","amazing","honest",0.267392025552458,0.304779692893908,0.249248444766295
"1","amazing","mean",0.214445715848282,0.229765753296087,0.203641074087575
"1","amazing","nice",0.785554284151718,0.796358925912425,0.770234246703913
"1","bad","honest",0.701009375682975,0.723359356458699,0.677851737807619
"1","bad","mean",0.727432732155316,0.748643194752986,0.717125232231783
"1","bad","nice",0.272567267844684,0.282874767768217,0.251356805247014
"1","good","honest",0.270945642320225,0.293478517015005,0.254506790838863
"1","good","mean",0.274212721904893,0.288580328961043,0.25663690404534
"1","good","nice",0.725787278095107,0.74336309595466,0.711419671038957
"1","okay","honest",0.254377502622874,0.278308169652829,0.239405883880345
"1","okay","mean",0.389634139329675,0.407666869729777,0.371709972975752
"1","okay","nice",0.610365860670325,0.628290027024248,0.592333130270223
"1","terrible","honest",0.795295456140452,0.811783801478331,0.780927984302663
"1","terrible","mean",0.757521524811761,0.770551093467012,0.741507458684052
"1","terrible","nice",0.242478475188239,0.258492541315949,0.229448906532988
"2","amazing","honest",0.305138879124939,0.320069431745784,0.255426210117244
"2","amazing","mean",0.21635305274698,0.232307820543943,0.20569974302143
"2","amazing","nice",0.78364694725302,0.79430025697857,0.767692179456057
"2","bad","honest",0.748430784061493,0.780208968474708,0.72691830110953
"2","bad","mean",0.736617095313953,0.755633940163227,0.727136464219464
"2","bad","nice",0.263382904686047,0.272863535780536,0.244366059836773
"2","good","honest",0.306558918725192,0.331844554385975,0.277822239599014
"2","good","mean",0.27569716384626,0.29103555807688,0.259011479489729
"2","good","nice",0.72430283615374,0.740988520510271,0.70896444192312
"2","okay","honest",0.411131177505987,0.449237290162718,0.361531424501099
"2","okay","mean",0.389364156775405,0.406149857109677,0.368951353795789
"2","okay","nice",0.610635843224595,0.631048646204211,0.593850142890323
"2","terrible","honest",0.641137212355464,0.687766952396591,0.591905248180255
"2","terrible","mean",0.773068950885902,0.784443237532003,0.755371549547133
"2","terrible","nice",0.226931049114098,0.244628450452867,0.215556762467997
"3","amazing","honest",0.350903225287747,0.393029147788995,0.317099498950468
"3","amazing","mean",0.224349010957135,0.241939100408121,0.213139509529581
"3","amazing","nice",0.775650989042865,0.786860490470419,0.758060899591878
"3","bad","honest",0.353923106950164,0.390681695033122,0.315650041771082
"3","bad","mean",0.760526332659852,0.778123207102213,0.750292881358293
"3","bad","nice",0.239473667340148,0.249707118641707,0.221876792897787
"3","good","honest",0.551788384875049,0.600149140688792,0.526144246264573
"3","good","mean",0.29155579994522,0.309323450923675,0.272213686407402
"3","good","nice",0.70844420005478,0.727786313592598,0.690676549076325
"3","okay","honest",0.765390827563475,0.802565130237438,0.751318764684408
"3","okay","mean",0.419892057583956,0.435956105223091,0.402383364633913
"3","okay","nice",0.580107942416044,0.597616635366087,0.564043894776909
"3","terrible","honest",0.328066547368362,0.365841561129088,0.308969528723164
"3","terrible","mean",0.789673863503393,0.79957782349437,0.77300898930271
"3","terrible","nice",0.210326136496607,0.22699101069729,0.20042217650563
"4","amazing","honest",0.59141865567451,0.683696710243902,0.585695724731524
"4","amazing","mean",0.237782841399111,0.252003910712615,0.220914653436129
"4","amazing","nice",0.762217158600889,0.779085346563871,0.747996089287386
"4","bad","honest",0.291820898002319,0.329282279187318,0.264559730583902
"4","bad","mean",0.763153208985592,0.781818639467091,0.754325500081483
"4","bad","nice",0.236846791014408,0.245674499918517,0.218181360532909
"4","good","honest",0.698183504168069,0.713161064547097,0.655225564503958
"4","good","mean",0.303398572959705,0.320855445430432,0.285942688710772
"4","good","nice",0.696601427040295,0.714057311289228,0.679144554569568
"4","okay","honest",0.562943131111496,0.583322512392993,0.48190374963946
"4","okay","mean",0.427253766660217,0.451087238415419,0.41268799689811
"4","okay","nice",0.572746233339783,0.58731200310189,0.548912761584581
"4","terrible","honest",0.282006947266756,0.319053952138161,0.267557267705789
"4","terrible","mean",0.792214646533739,0.80129393942434,0.775683928675265
"4","terrible","nice",0.207785353466261,0.224316071324735,0.19870606057566
"5","amazing","honest",0.799336855300986,0.813161722576486,0.769521742770598
"5","amazing","mean",0.24564142217884,0.260154391163035,0.232507498032
"5","amazing","nice",0.75435857782116,0.767492501968,0.739845608836965
"5","bad","honest",0.265918384387525,0.303510409859178,0.252583088405672
"5","bad","mean",0.764779400826479,0.782199960496398,0.755468941868776
"5","bad","nice",0.235220599173521,0.244531058131224,0.217800039503602
"5","good","honest",0.59925740719629,0.652264193709835,0.58399828370331
"5","good","mean",0.305075598783197,0.327342852533364,0.291300158577933
"5","good","nice",0.694924401216804,0.708699841422067,0.672657147466636
"5","okay","honest",0.376487243320092,0.40748257890824,0.342033235220779
"5","okay","mean",0.427603605560182,0.445172940178615,0.407977734228226
"5","okay","nice",0.572396394439818,0.592022265771774,0.554827059821385
"5","terrible","honest",0.254516979542512,0.290809792342283,0.242531802662087
"5","terrible","mean",0.789566686515681,0.803844000821062,0.778466690794458
"5","terrible","nice",0.210433313484319,0.221533309205542,0.196155999178939
